Test ,2folds_sample2_20220701_1753,2folds_sample2_20220701_1747,2folds_sample2_20220701_1743,2folds_sample1_20220701_1737,2folds_sample1_20220701_1723,2folds_sample0_20220701_1719,2folds_sample0_20220701_1713
dV (ml),P (kpa),P (kpa),P (kpa),P (kpa),P (kpa),P (kpa),P (kpa)
3.86,-2.739909578,-2.801855433,-2.540353831,-2.410089201,-2.280424436,-2.080544512,-2.54488026
3.865,-3.326771623,-2.606497771,-2.867472121,-2.343358199,-2.280424436,-2.08309831,-2.349915971
3.87,-2.609584689,-2.410683603,-2.607084832,-2.408324459,-2.020427934,-2.538581066,-2.218741533
3.875,-2.478671555,-2.541074213,-2.8021803,-2.279177251,-2.280424436,-2.472766689,-2.740041087
3.88,-2.413770521,-2.671464823,-3.12785941,-2.410089201,-2.541205656,-2.277409258,-2.67409451
3.885,-2.413770521,-2.541074213,-2.997665766,-2.47440347,-2.149379165,-2.342898537,-2.61030326
3.89,-2.805201563,-2.671464823,-3.192961541,-2.279177251,-2.215523106,-2.016628038,-2.544226919
3.895,-2.610040507,-2.932373878,-3.192958,-2.410089201,-2.54094592,-2.538190478,-2.413836309
3.9,-2.804942351,-3.062636653,-3.192961541,-2.34401286,-2.476172883,-2.407276849,-2.543572258
3.905,-2.674551741,-2.801855433,-3.062698767,-2.148852362,-1.955722878,-1.951923872,-2.804616762
3.91,-2.804682616,-2.410683603,-2.607084832,-2.214406968,-2.020427934,-2.147018648,-2.608538518
3.915,-3.196114181,-2.801855433,-2.932439533,-2.148852362,-2.345847994,-2.538190478,-2.413050006
3.92,-2.869846637,-2.540551194,-2.541008492,-2.08323164,-2.215523106,-2.602897202,-2.935398749
3.925,-2.413770521,-2.671464823,-2.997084608,-2.082313696,-2.346303811,-1.821598983,-2.675139494
3.93,-2.674551741,-2.866953829,-2.932439533,-2.604402703,-2.476172883,-2.212573649,-2.088416644
3.935,-3.065723571,-2.801855433,-3.062570931,-2.08323164,-2.150033826,-2.538581066,-2.413050006
3.94,-3.00062144,-2.801855433,-2.867472121,-2.47440347,-2.671596266,-2.538190478,-2.935398749
3.945,-2.674551741,-2.671464823,-2.801789711,-2.08323164,-2.149379165,-2.538190478,-2.804616762
3.95,-2.674551741,-2.541596178,-2.8021803,-2.539370291,-2.541464868,-2.602897202,-2.544226919
3.955,-2.609584689,-2.932117949,-2.670876083,-1.95284103,-2.018856913,-2.147018648,-2.608538518
3.96,-3.000559355,-2.540551194,-3.062442838,-2.47440347,-2.541205656,-2.212573649,-2.61030326
3.965,-3.00062144,-2.801855433,-2.801789711,-2.148852362,-2.671596266,-2.342898537,-2.414621027
3.97,-3.196114181,-2.606497771,-3.12785941,-2.60479408,-2.475847655,-2.668581088,-2.414621027
3.975,-3.196114181,-2.867147548,-2.670876083,-2.410089201,-2.345391257,-2.342898537,-2.935398749
3.98,-2.674551741,-2.932373878,-2.73682266,-2.473880451,-2.279901417,-2.343485599,-2.413050006
3.985,-2.804682616,-2.345847994,-2.931920586,-2.539827028,-2.344933597,-2.016628038,-2.153055089
3.99,-2.67494233,-2.736171547,-2.932180321,-2.473880451,-2.279901417,-2.015710094,-2.609716199
3.995,-2.805201563,-2.541596178,-2.997278718,-2.148852362,-2.671596266,-2.407276849,-2.477950346
4,-3.196249371,-2.867340877,-3.062698767,-2.08323164,-2.149379165,-2.343485599,-2.870365976
4.005,-2.739258465,-2.605583375,-2.73682266,-2.538912631,-2.671596266,-2.603548315,-2.153055089
4.01,-2.935332961,-2.541074213,-2.671921066,-2.279177251,-2.410815046,-2.342898537,-2.47939131
4.015,-2.869846637,-2.671073446,-2.671921066,-2.34401286,-2.345847994,-2.603548315,-2.21775876
4.02,-2.543638112,-2.801855433,-3.062570931,-2.279177251,-2.411205634,-2.277409258,-2.153055089
4.025,-2.739258465,-2.801855433,-2.867147548,-2.604402703,-2.345847994,-1.822711021,-2.67409451
4.03,-2.804942351,-3.062636653,-2.737278477,-2.539827028,-2.019643216,-2.278062599,-2.413050006
4.035,-2.935332961,-2.606497771,-2.410617882,-2.473880451,-2.216110167,-2.668581088,-2.413836309
4.04,-3.131022982,-2.541074213,-3.258122214,-2.34401286,-2.410815046,-2.015710094,-2.544226919
4.045,-2.869846637,-2.410683603,-2.867472121,-2.34401286,-2.606109942,-2.08224876,-2.283445699
4.05,-2.544161131,-2.671855411,-2.801789711,-2.538912631,-2.801983334,-2.538581066,-2.414621027
4.055,-2.610040507,-2.671855411,-2.932439533,-2.474925435,-2.410815046,-2.538581066,-2.869714863
4.06,-3.131022982,-2.671464823,-2.997084608,-2.473880451,-2.280946401,-2.342898537,-2.477950346
4.065,-2.935332961,-3.193027263,-2.801398334,-2.279177251,-2.214934859,-2.473679243,-2.477950346
4.07,-2.479259801,-2.73682266,-2.670876083,-2.540282845,-2.541464868,-2.407276849,-2.349915971
4.075,-3.196114181,-2.540551194,-2.801789711,-2.34401286,-2.019643216,-2.407276849,-2.283445699
4.08,-2.67494233,-2.801595697,-3.062570931,-2.08323164,-2.346303811,-2.08309831,-2.67409451
4.085,-2.608670293,-3.062640201,-2.737278477,-2.149701912,-2.280946401,-2.538581066,-3.000303035
4.09,-3.065727119,-2.540551194,-2.670876083,-2.73518469,-2.476497456,-2.668581088,-2.740041087
4.095,-3.065723571,-2.541596178,-3.062698767,-2.409502139,-2.150033826,-2.473679243,-2.47939131
4.1,-2.739909578,-2.932373878,-2.671399101,-2.212835947,-2.018856913,-2.472766689,-2.935398749
4.105,-2.804942351,-2.541074213,-3.192965089,-2.343358199,-2.085198217,-2.407276849,-2.47939131
4.11,-3.130815084,-2.802114645,-2.867147548,-2.60479408,-2.54094592,-2.603548315,-2.413050006
4.115,-2.869846637,-2.997472437,-3.192961541,-2.279177251,-2.280946401,-2.538190478,-2.870365976
4.12,-2.935204867,-2.606953588,-2.476172883,-2.475446349,-2.345847994,-2.342898537,-2.413050006
4.125,-3.131022982,-2.345847994,-2.932180321,-2.08323164,-2.280424436,-2.341720857,-2.805398727
4.13,-3.06572003,-2.801855433,-3.127797325,-2.34401286,-2.214345425,-2.213291954,-2.870365976
4.135,-2.67494233,-2.932117949,-2.932180321,-2.474925435,-2.150033826,-2.603548315,-2.740041087
4.14,-3.00062144,-2.410683603,-3.323352151,-2.47440347,-2.606109942,-2.278062599,-2.609716199
4.145,-2.804942351,-2.541596178,-2.801789711,-2.60479408,-2.345847994,-2.277409258,-2.477950346
4.15,-2.739258465,-2.867340877,-2.997084608,-2.149701912,-2.801986876,-2.147018648,-2.674617529
4.155,-2.870234467,-2.671464823,-3.062698767,-2.409502139,-2.345847994,-2.343485599,-2.804616762
4.16,-2.935332961,-2.605583375,-2.606497771,-2.474925435,-2.410815046,-2.08309831,-2.478671555
4.165,-3.326504791,-3.193027263,-2.605909525,-2.343358199,-2.6066911,-2.407799868,-2.805398727
4.17,-2.610040507,-2.671073446,-2.671399101,-2.279177251,-2.345847994,-2.733485374,-2.674617529
4.175,-2.804682616,-2.671073446,-2.737278477,-2.149701912,-2.410815046,-2.733485374,-2.480109615
4.18,-2.740234151,-3.127728166,-2.931920586,-2.410089201,-2.541205656,-2.473679243,-2.674617529
4.185,-3.065723571,-2.997347892,-2.801398334,-2.410089201,-2.149379165,-2.08309831,-2.61030326
4.19,-2.935204867,-2.736171547,-3.12785941,-2.410089201,-2.54094592,-2.343485599,-2.218741533
4.195,-2.870234467,-2.802114645,-3.323487341,-2.60479408,-2.149379165,-2.146232345,-2.674617529
4.2,-3.131022982,-3.062640201,-2.73682266,-2.539827028,-2.606497771,-2.538581066,-2.609716199
4.205,-3.326504791,-2.932117949,-2.932180321,-2.410089201,-2.54094592,-2.407799868,-2.805008139
4.21,-3.00062144,-2.476172883,-3.192965089,-2.147148114,-2.606109942,-2.538581066,-2.740041087
4.215,-3.131022982,-2.801855433,-2.867472121,-2.474925435,-2.54094592,-2.603548315,-2.870690549
4.22,-2.935204867,-2.997534521,-3.062442838,-1.95284103,-2.216110167,-2.146232345,-2.413836309
4.225,-2.609584689,-3.062633111,-2.801789711,-2.214406968,-2.54094592,-2.668581088,-2.805008139
4.23,-2.414423863,-2.997347892,-3.192958,-2.08323164,-2.54094592,-2.342898537,-2.674617529
4.235,-2.739258465,-2.801855433,-2.867147548,-2.082313696,-2.476172883,-2.08224876,-2.54488026
4.24,-2.740234151,-2.932246043,-2.801789711,-2.08323164,-2.345847994,-2.08309831,-2.61030326
4.245,-2.740234151,-2.606953588,-3.388647911,-2.47440347,-2.6066911,-2.146232345,-2.805398727
4.25,-2.674160364,-2.932246043,-2.997472437,-2.47440347,-2.279901417,-2.213291954,-2.805008139
4.255,-2.674551741,-2.671464823,-2.867472121,-2.73518469,-2.801986876,-2.016628038,-2.61030326
4.26,-3.00062144,-2.73682266,-3.192961541,-2.474925435,-2.279901417,-2.602897202,-2.740496904
4.265,-2.739909578,-3.193027263,-2.737278477,-2.147148114,-2.216110167,-2.5377991,-3.131015753
4.27,-2.608670293,-2.671855411,-2.932180321,-2.409502139,-2.279901417,-2.147018648,-2.740041087
4.275,-2.870427795,-2.997534521,-3.192958,-2.47440347,-2.671596266,-2.212573649,-2.935139013
4.28,-2.935460796,-2.671464823,-2.8021803,-2.34401286,-2.476172883,-2.538190478,-2.67409451
4.285,-2.543638112,-2.671073446,-3.062698767,-2.34401286,-2.345847994,-2.733873203,-3.065789359
4.29,-2.935204867,-2.801855433,-2.867147548,-2.539827028,-2.541205656,-2.473223426,-2.935139013
4.295,-2.609127952,-3.062640201,-2.801789711,-2.08323164,-2.279901417,-2.343485599,-2.870690549
4.3,-2.674551741,-2.932246043,-3.127735116,-2.08323164,-2.410815046,-2.668321352,-2.608538518
4.305,-2.544161131,-2.801855433,-2.73682266,-2.47440347,-2.344933597,-2.929358766,-2.805008139
4.31,-2.610040507,-2.671464823,-2.801398334,-2.735443902,-2.476172883,-2.146232345,-2.61030326
4.315,-3.065723571,-2.541074213,-3.258122214,-2.604402703,-2.6066911,-2.407799868,-2.935139013
4.32,-2.674551741,-2.867147548,-3.192958,-2.670151917,-2.410815046,-2.276754597,-2.73912669
4.325,-2.804942351,-3.062633111,-2.997472437,-2.604402703,-2.280946401,-2.212573649,-2.608538518
4.33,-2.804942351,-2.605583375,-2.932180321,-2.279895556,-2.6066911,-2.08224876,-2.675139494
4.335,-2.544683096,-2.867147548,-3.388647911,-2.410089201,-2.671596266,-2.408321833,-3.000690864
4.34,-2.870427795,-3.062640201,-3.127797325,-2.408913893,-2.149379165,-1.887284899,-2.935657961
4.345,-3.131022982,-3.258323022,-2.867147548,-2.408324459,-2.345847994,-2.472309029,-2.674617529
4.35,-2.739258465,-2.867147548,-2.932180321,-2.47440347,-2.216110167,-2.538190478,-2.477950346
4.355,-2.610040507,-3.193027263,-2.737278477,-2.084147734,-2.410815046,-2.08309831,-2.805398727
4.36,-2.870234467,-2.866759719,-2.932439533,-2.734924954,-2.150033826,-2.472309029,-2.740496904
4.365,-3.130884244,-2.932501456,-3.12785941,-2.670151917,-2.736698114,-2.5377991,-2.544226919
4.37,-3.261409941,-2.997534521,-3.192958,-2.60479408,-2.280946401,-2.603872887,-2.67409451
4.375,-3.00043481,-2.541074213,-2.932180321,-2.34401286,-2.345847994,-2.929365856,-2.609716199
4.38,-2.804942351,-2.997534521,-3.192958,-2.08323164,-2.606304052,-2.407799868,-3.065789359
4.385,-3.06572003,-2.3465663,-3.062570931,-2.669500804,-2.671724101,-2.5377991,-2.740496904
4.39,-3.06572003,-2.671073446,-2.997084608,-2.60479408,-2.215523106,-2.342898537,-2.478671555
4.395,-2.869846637,-2.606953588,-3.192965089,-2.73518469,-2.216110167,-2.146232345,-2.869714863
4.4,-2.804942351,-2.801855433,-2.801789711,-2.474925435,-2.345847994,-2.342898537,-2.805008139
4.405,-2.935332961,-2.801855433,-2.8021803,-2.277736287,-2.150687167,-2.472309029,-2.675139494
4.41,-2.674160364,-2.997472437,-2.931920586,-2.47440347,-2.671468172,-2.212573649,-2.413836309
4.415,-2.870234467,-2.541074213,-3.062570931,-2.670151917,-2.475847655,-2.538190478,-2.740496904
4.42,-2.935332961,-2.931989597,-3.062570931,-2.669500804,-2.541464868,-2.343485599,-2.67409451
4.425,-2.935332961,-3.193027263,-2.801398334,-2.605184668,-2.214345425,-2.342898537,-2.805008139
4.43,-2.870234467,-2.737147233,-3.192958,-2.60479408,-2.541205656,-2.278062599,-2.740496904
4.435,-3.131022982,-2.867340877,-3.12767278,-2.017544701,-2.541464868,-2.146232345,-3.000303035
4.44,-2.870234467,-2.73682266,-3.192958,-2.47440347,-2.216110167,-2.341720857,-2.870365976
4.445,-2.674160364,-2.997472437,-3.062442838,-2.604402703,-2.6066911,-2.277409258,-2.675139494
4.45,-2.870234467,-2.997534521,-2.997472437,-2.604402703,-2.476172883,-2.538190478,-2.544226919
4.455,-2.935332961,-3.062633111,-3.323487341,-2.34401286,-2.411205634,-2.276754597,-2.413836309
4.46,-2.479259801,-2.867147548,-2.801789711,-2.08323164,-2.867216848,-2.668321352,-2.47939131
4.465,-2.870234467,-2.737147233,-3.127797325,-2.344666201,-2.671724101,-2.538190478,-2.413836309
4.47,-2.674551741,-3.193027263,-2.932180321,-2.08323164,-2.345847994,-2.668321352,-3.000690864
4.475,-3.196114181,-2.606953588,-3.192958,-2.604402703,-2.867147548,-2.733485374,-3.000303035
4.48,-3.000497145,-2.801595697,-3.323352151,-2.47440347,-2.736698114,-2.733485374,-2.674617529
4.485,-3.00062144,-3.193027263,-2.801398334,-2.21362225,-2.085198217,-2.668321352,-2.740041087
4.49,-3.130815084,-2.671464823,-3.12785941,-2.212835947,-2.6066911,-2.211132685,-2.935398749
4.495,-2.740234151,-3.127797325,-3.323217233,-2.277736287,-2.801990424,-2.603872887,-3.000690864
4.5,-2.935332961,-2.932246043,-2.867147548,-2.08323164,-2.476497456,-2.538190478,-2.870690549
4.505,-2.804682616,-2.541074213,-2.997084608,-2.473880451,-2.216110167,-2.147018648,-3.326570578
4.51,-3.065723571,-3.062636653,-3.323352151,-2.605184668,-2.280424436,-2.603223087,-3.326570578
4.515,-3.130884244,-2.932246043,-2.932439533,-1.888202585,-2.410815046,-2.538190478,-2.935139013
4.52,-2.935588374,-3.193162453,-3.192965089,-2.60479408,-2.867147548,-2.277409258,-2.675139494
4.525,-3.196249371,-2.606497771,-3.062570931,-2.539827028,-2.801990424,-2.929362307,-2.67409451
4.53,-3.130815084,-2.867147548,-3.323352151,-2.604402703,-2.410815046,-2.668321352,-2.61030326
4.535,-2.740234151,-2.801595697,-2.737278477,-2.148001098,-2.736884744,-2.147018648,-3.065789359
4.54,-2.674160364,-2.801855433,-3.062570931,-2.21362225,-2.345847994,-2.146232345,-2.674617529
4.545,-3.130884244,-3.584199092,-2.932180321,-2.34401286,-2.150033826,-3.059752917,-2.674617529
4.55,-2.870234467,-2.801855433,-3.192961541,-2.34401286,-2.279901417,-2.603872887,-2.543572258
4.555,-2.869846637,-2.932246043,-3.323352151,-2.474925435,-2.410815046,-2.147018648,-2.805008139
4.56,-3.065723571,-3.062640201,-2.932180321,-2.082313696,-2.476172883,-2.146232345,-2.413050006
4.565,-3.130815084,-2.997534521,-2.8021803,-2.73518469,-2.606497771,-2.798971697,-2.675139494
4.57,-2.804942351,-2.541074213,-2.997472437,-2.410089201,-2.541205656,-2.343485599,-2.283445699
4.575,-2.739909578,-3.062633111,-3.192958,-2.800088976,-2.73682266,-2.538581066,-2.608538518
4.58,-3.261209132,-2.73682266,-3.12785941,-2.34401286,-2.476172883,-2.733485374,-3.065789359
4.585,-3.261611155,-2.801855433,-3.192965089,-2.409502139,-2.150033826,-2.864073546,-2.805008139
4.59,-3.130884244,-3.062640201,-2.932180321,-2.473880451,-2.671468172,-2.407276849,-2.805008139
4.595,-3.326504791,-2.932117949,-2.867472121,-1.95284103,-2.410815046,-2.538190478,-2.480109615
4.6,-3.391534021,-3.062636653,-2.73682266,-2.73518469,-2.736698114,-2.147018648,-2.805008139
4.605,-3.261611155,-2.932117949,-3.062570931,-2.670151917,-2.73682266,-2.538190478,-2.935657961
4.61,-2.935204867,-2.802114645,-2.801789711,-2.540282845,-2.54094592,-2.733485374,-3.000303035
4.615,-3.261611155,-3.127797325,-3.453742761,-2.34401286,-2.214934859,-2.472309029,-3.065789359
4.62,-2.739909578,-3.258524236,-3.192961541,-2.410089201,-2.541464868,-2.343485599,-2.870365976
4.625,-3.00062144,-3.127936064,-2.997665766,-2.278457496,-2.671468172,-2.734066532,-2.675139494
4.63,-3.261611155,-2.866759719,-2.801789711,-2.538912631,-2.671724101,-2.341720857,-2.544226919
4.635,-3.065727119,-2.801855433,-3.453476467,-2.409502139,-2.280946401,-2.212573649,-2.805008139
4.64,-2.869846637,-2.932117949,-2.997665766,-2.278457496,-2.54094592,-2.278714625,-2.935139013
4.645,-2.609584689,-2.801855433,-2.932180321,-2.60479408,-2.410423669,-2.276754597,-2.740041087
4.65,-3.196114181,-2.671464823,-3.192961541,-2.60479408,-2.085198217,-2.341720857,-2.870690549
4.655,-2.544161131,-3.127936064,-2.736365923,-2.344666201,-2.541205656,-2.407799868,-3.000303035
4.66,-3.065723571,-2.801595697,-2.801398334,-2.670476489,-2.801986876,-2.538581066,-3.000303035
4.665,-3.131022982,-2.606953588,-2.801789711,-2.473880451,-2.410815046,-2.603223087,-2.805008139
4.67,-3.00062144,-3.062633111,-3.062570931,-2.8655753,-2.410815046,-2.473223426,-2.675139494
4.675,-2.804942351,-3.193027263,-3.323217233,-2.734924954,-2.216110167,-2.211853894,-2.73912669
4.68,-3.261611155,-3.127936064,-3.127797325,-2.800088976,-2.541205656,-2.799099533,-2.675139494
4.685,-2.479846862,-2.867147548,-3.453742761,-2.47440347,-2.671596266,-2.277409258,-2.283445699
4.69,-3.00062144,-2.932117949,-3.258122214,-2.148852362,-2.997673245,-2.407799868,-3.065917194
4.695,-2.674551741,-2.932246043,-3.192961541,-2.410089201,-2.606109942,-2.538190478,-2.675139494
4.7,-2.67494233,-3.193027263,-2.801789711,-2.148852362,-2.671724101,-2.407276849,-2.805008139
4.705,-3.00043481,-3.127728166,-3.12767278,-2.60479408,-2.606109942,-2.668840299,-2.608538518
4.71,-3.261008728,-2.997347892,-2.801398334,-2.474925435,-2.54094592,-2.798971697,-2.54488026
4.715,-2.870427795,-3.062636653,-3.323217233,-2.539827028,-2.606304052,-2.538190478,-2.805008139
4.72,-3.261209132,-2.932246043,-2.932180321,-2.800088976,-2.541205656,-2.473679243,-2.349066421
4.725,-3.522322736,-2.932246043,-3.519437297,-2.73518469,-2.541205656,-2.276754597,-2.67409451
4.73,-2.674551741,-2.932246043,-3.192961541,-2.47440347,-2.736698114,-2.343485599,-2.805008139
4.735,-3.130884244,-3.062636653,-2.932180321,-2.670476489,-2.736698114,-2.407799868,-2.805008139
4.74,-3.065727119,-3.062633111,-3.192958,-2.8655753,-2.47552177,-2.733873203,-2.61030326
4.745,-3.065727119,-2.997472437,-2.867472121,-2.47440347,-2.541464868,-2.733485374,-2.740041087
4.75,-3.196249371,-2.801595697,-3.323352151,-2.930677148,-2.476172883,-2.733679484,-2.61030326
4.755,-2.935204867,-3.323417872,-3.062570931,-2.408324459,-2.541205656,-2.668321352,-2.61030326
4.76,-3.196114181,-2.801855433,-2.801789711,-2.540282845,-2.801986876,-2.5377991,-2.805008139
4.765,-3.00043481,-2.606497771,-2.867472121,-2.865703135,-2.736884744,-2.473223426,-2.480109615
4.77,-3.326771623,-3.062636653,-3.062570931,-2.343358199,-2.280424436,-2.603872887,-2.543572258
4.775,-3.196114181,-3.127797325,-3.192961541,-2.734924954,-2.541205656,-2.668581088,-3.000303035
4.78,-3.391202373,-3.062640201,-3.323217233,-2.539827028,-2.541464868,-2.668321352,-2.805008139
4.785,-2.610040507,-3.192892345,-3.192965089,-2.410089201,-2.345847994,-2.603872887,-3.065789359
4.79,-3.456895401,-2.802114645,-2.932180321,-2.800088976,-2.867286287,-2.343485599,-2.805008139
4.795,-3.457293874,-2.606953588,-3.323352151,-2.800476805,-2.671596266,-2.341720857,-3.065789359
4.8,-3.130884244,-2.801855433,-3.258122214,-2.800088976,-2.279901417,-2.408321833,-2.805008139
4.805,-2.870040748,-2.801595697,-3.453476467,-2.604402703,-2.932377485,-2.408321833,-2.608538518
4.81,-2.674551741,-3.388447103,-2.932180321,-2.279177251,-2.606497771,-2.734066532,-2.609127952
4.815,-3.196114181,-2.932246043,-3.192965089,-2.669826689,-2.345391257,-2.734066532,-2.870690549
4.82,-3.586756963,-3.193027263,-3.062570931,-2.73518469,-2.671724101,-2.733485374,-2.675139494
4.825,-3.457293874,-3.323151578,-3.192961541,-2.473880451,-2.671468172,-2.799099533,-2.805398727
4.83,-2.740234151,-3.389112409,-2.997472437,-2.800088976,-2.54094592,-2.538190478,-2.740496904
4.835,-3.130884244,-2.997534521,-3.323352151,-2.34401286,-2.671596266,-2.213291954,-2.805008139
4.84,-3.326504791,-3.584199092,-3.584531845,-2.60479408,-2.736698114,-2.407799868,-3.326570578
4.845,-3.391202373,-3.127936064,-3.062698767,-2.473880451,-2.736884744,-2.473223426,-2.870690549
4.85,-2.935332961,-3.127728166,-2.867147548,-2.995965909,-2.411205634,-2.538190478,-3.196179969
4.855,-2.674551741,-3.193027263,-3.453742761,-2.148852362,-2.476497456,-2.342310291,-2.675139494
4.86,-3.196114181,-3.388115454,-3.584133371,-2.540282845,-2.346303811,-2.276754597,-2.805008139
4.865,-3.196114181,-3.062636653,-3.323352151,-2.60479408,-2.345391257,-2.798971697,-2.870040748
4.87,-3.261611155,-3.062640201,-3.192958,-2.410089201,-2.280424436,-2.798843604,-2.935398749
4.875,-3.261409941,-3.25792181,-3.127797325,-2.8655753,-2.476497456,-2.473223426,-2.805008139
4.88,-3.196114181,-2.801855433,-3.323217233,-2.21362225,-2.801983334,-2.864198092,-2.870040748
4.885,-2.935332961,-3.127936064,-3.714523981,-2.538912631,-2.606109942,-2.407276849,-2.805008139
4.89,-3.065727119,-2.997534521,-3.12767278,-2.473880451,-2.932377485,-2.864073546,-2.870690549
4.895,-3.130884244,-3.127936064,-3.584133371,-2.995969458,-2.736698114,-2.668581088,-2.870365976
4.9,-3.06572003,-3.193027263,-3.388849125,-2.60479408,-2.541205656,-2.733679484,-2.61030326
4.905,-3.06572003,-2.932117949,-2.931920586,-2.734924954,-2.801983334,-2.602897202,-2.740496904
4.91,-2.870427795,-3.127936064,-3.453742761,-2.60479408,-2.932377485,-2.99452298,-2.740496904
4.915,-3.196114181,-3.062633111,-3.323352151,-2.279895556,-2.54094592,-2.538190478,-3.130891207
4.92,-2.674551741,-3.062636653,-3.64909688,-2.60479408,-2.6066911,-2.733485374,-3.065789359
4.925,-3.00062144,-2.932246043,-3.12785941,-2.540282845,-2.671724101,-2.668581088,-3.065661265
4.93,-3.130815084,-3.193027263,-2.932180321,-2.60479408,-2.541205656,-2.864198092,-2.67409451
4.935,-2.870427795,-2.997534521,-2.932180321,-2.60479408,-2.150033826,-2.342898537,-2.935398749
4.94,-2.804682616,-3.062636653,-3.258122214,-2.8655753,-2.410423669,-2.343485599,-3.000690864
4.945,-3.130815084,-3.323684704,-3.323352151,-2.800476805,-2.606109942,-2.864073546,-3.000884193
4.95,-3.326771623,-3.323684704,-3.192961541,-2.60479408,-2.47552177,-2.277409258,-3.196176427
4.955,-3.000559355,-3.193162453,-2.997472437,-2.60479408,-2.541205656,-2.276754597,-2.804616762
4.96,-3.326238497,-2.737147233,-3.453742761,-2.670151917,-2.801983334,-2.407276849,-2.805398727
4.965,-3.130884244,-3.258122214,-3.062698767,-2.670476489,-2.671724101,-2.343485599,-2.805008139
4.97,-3.326771623,-3.062633111,-3.127797325,-2.539827028,-2.801986876,-2.734066532,-3.065917194
4.975,-3.06572003,-3.127728166,-3.192965089,-2.539827028,-2.671596266,-2.799099533,-2.73912669
4.98,-3.522322736,-3.388447103,-3.323352151,-2.995965909,-2.606497771,-2.668581088,-3.326570578
4.985,-2.804682616,-3.453808482,-3.323352151,-2.539827028,-2.411205634,-2.734066532,-3.000690864
4.99,-3.261209132,-3.062633111,-2.932180321,-2.669826689,-2.6066911,-2.08224876,-3.065917194
4.995,-3.326238497,-3.518771991,-3.454009593,-2.670476489,-2.410815046,-2.929358766,-2.935398749
5,-3.261008728,-3.518771991,-3.258122214,-2.539827028,-2.606109942,-2.734066532,-2.935657961
5.005,-3.326238497,-3.062640201,-3.062570931,-2.930739484,-2.671724101,-3.059888107,-3.45722802
5.01,-3.00043481,-3.258122214,-3.062570931,-2.995965909,-2.867147548,-2.5377991,-3.065661265
5.015,-3.391202373,-3.323417872,-3.192961541,-2.47440347,-2.410815046,-2.538190478,-2.67409451
5.02,-3.196249371,-3.584199092,-3.519437297,-2.410089201,-2.867216848,-2.212573649,-2.935398749
5.025,-3.391202373,-2.997472437,-3.518771991,-2.73518469,-2.606497771,-2.473679243,-2.805398727
5.03,-3.065727119,-3.519700581,-3.127735116,-2.60479408,-2.736884744,-3.059752917,-2.674617529
5.035,-3.326771623,-2.997534521,-2.867472121,-2.670476489,-2.801983334,-2.407276849,-3.326570578
5.04,-3.130815084,-2.932246043,-3.192961541,-2.60479408,-2.345391257,-2.603223087,-2.543572258
5.045,-3.196249371,-3.388447103,-2.867147548,-2.930801694,-2.476172883,-2.342310291,-3.391866338
5.05,-3.261209132,-2.932246043,-3.388246699,-2.60479408,-2.150033826,-2.473223426,-2.935657961
5.055,-3.456895401,-3.519700581,-3.453742761,-2.279177251,-2.541205656,-2.668581088,-3.000303035
5.06,-3.326771623,-3.25792181,-2.932180321,-2.343358199,-2.736698114,-2.798971697,-2.675139494
5.065,-3.196114181,-3.258524236,-3.454009593,-2.60479408,-2.736884744,-2.538190478,-2.804616762
5.07,-3.261209132,-2.736497432,-2.932180321,-2.539827028,-2.736884744,-2.213291954,-3.065917194
5.075,-3.065727119,-3.323417872,-3.519437297,-2.8655753,-2.410815046,-2.472309029,-2.805008139
5.08,-3.06572003,-3.193027263,-3.258122214,-2.539827028,-2.671468172,-2.864135882,-3.065917194
5.085,-3.326504791,-3.518771991,-3.454009593,-2.539827028,-2.736884744,-2.929362307,-2.935398749
5.09,-2.935332961,-2.997534521,-3.258122214,-2.408324459,-2.606497771,-2.864260176,-2.870690549
5.095,-3.261008728,-3.518771991,-3.12785941,-2.670476489,-2.606497771,-2.864135882,-2.870690549
5.1,-3.065727119,-3.062640201,-3.388246699,-2.409502139,-2.736884744,-2.668581088,-3.196176427
5.105,-3.587286011,-3.258122214,-3.12785941,-2.800088976,-2.736884744,-2.798843604,-3.131077837
5.11,-3.587286011,-3.714589702,-3.258122214,-2.865703135,-2.476497456,-2.668840299,-2.609716199
5.115,-3.261209132,-3.584729208,-3.062570931,-2.8655753,-2.541205656,-2.473223426,-3.261340641
5.12,-3.065727119,-3.453808482,-3.258122214,-2.670476489,-2.801990424,-2.472309029,-3.131077837
5.125,-3.261409941,-2.997534521,-3.258122214,-2.34401286,-2.280424436,-2.603548315,-2.804616762
5.13,-3.392199327,-3.323684704,-2.932180321,-2.60479408,-2.801983334,-2.929365856,-3.000303035
5.135,-2.935332961,-3.193027263,-3.5837357,-2.73518469,-2.801983334,-2.5377991,-3.196176427
5.14,-3.130884244,-3.388115454,-3.649560706,-2.800670134,-2.932377485,-2.668321352,-3.000497145
5.145,-2.739909578,-2.801855433,-2.997665766,-2.930677148,-2.671468172,-2.5377991,-3.261340641
5.15,-3.196114181,-3.389112409,-3.518771991,-2.604402703,-2.671596266,-2.603872887,-3.065789359
5.155,-3.456895401,-3.062640201,-3.714523981,-2.670151917,-2.476172883,-2.798843604,-2.805008139
5.16,-3.261209132,-3.127797325,-3.062570931,-2.669826689,-2.801986876,-2.668581088,-2.674617529
