test,1,2,Test #,0321_1538,0321_1530,0321_1524,0321_1522,0321_1515,FEA,R=8mm,H=20mm,t=0.5mm
dv,p,p,dv,p (kps),p,p (0.7865),p (0.8486),p (1.173),dv,p,,
0.890611111,-1.952326574,-1.827834543,0.868888889,-2.017612866,-1.498606547,-1.821535009,-1.889646934,-2.345847994,,,,
0.892888889,-1.365661893,-1.762933213,0.871111111,-1.496050426,-1.628997157,-1.626373952,-2.150428154,-2.085073672,,,,
0.895166667,-1.821804322,-1.892343705,0.873333333,-2.148003476,-1.82454844,-1.821016062,-1.759515536,-1.82454844,,,,
0.897444444,-1.560759819,-1.957833776,0.875555556,-1.822255204,-1.694223551,-1.756243024,-1.498475104,-2.150362433,,,,
0.899722222,-1.756512013,-2.154101207,0.877777778,-2.278394086,-1.629124992,-1.886567913,-2.215925128,-1.173904791,,,,
0.902,-1.496311354,-2.02358299,0.88,-1.887222256,-1.563510834,-2.016768256,-1.758996589,-2.411410484,,,,
0.904277778,-1.62631167,-1.828356508,0.882222222,-1.887222256,-1.172923997,-1.69049381,-1.759515536,-1.824873013,,,,
0.906555556,-1.561019554,-2.088615763,0.884444444,-1.756831646,-1.694099006,-1.951794242,-1.758996589,-1.954873328,,,,
0.908833333,-1.821800774,-2.284108222,0.886666667,-2.148003476,-1.238868206,-1.886567913,-1.758996589,-2.150365981,,,,
0.911111111,-1.62631167,-1.957833776,0.888888889,-1.756831646,-1.628997157,-1.626373952,-1.628474337,-1.823897327,,,,
0.913388889,-1.430237567,-1.957833776,0.891111111,-2.082517152,-1.563704944,-1.69049381,-2.020037544,-2.150358892,,,,
0.915666667,-1.560759819,-1.893258101,0.893333333,-1.691930316,-1.564091991,-1.560494577,-1.693572438,-1.954873328,,,,
0.917944444,-2.147611224,-2.349393442,0.895555556,-1.756831646,-1.172923997,-2.14721769,-2.150428154,-2.541534262,,,,
0.920222222,-1.886961447,-2.219006373,0.897777778,-2.082517152,-1.433898347,-2.147286989,-1.628865714,-2.280753043,,,,
0.9225,-1.691282071,-2.088615763,0.9,-2.408649778,-1.433573774,-1.886567913,-2.150428154,-1.433573774,,,,
0.924777778,-1.495986781,-2.219006373,0.902222222,-2.147875382,-1.629124992,-1.756243024,-1.498475104,-2.34564759,,,,
0.927055556,-1.756512013,-2.088356028,0.904444444,-2.278390544,-1.432922661,-1.756243024,-2.150563344,-1.889321478,,,,
0.929333333,-1.886961447,-2.479787593,0.906666667,-2.408784695,-1.433898347,-1.821535009,-1.629256303,-1.694223551,,,,
0.931611111,-1.886961447,-2.219006373,0.908888889,-2.08309831,-1.759387767,-2.016954886,-1.889646934,-2.671924872,,,,
0.933888889,-1.821800774,-2.219134208,0.911111111,-1.822711021,-1.498865759,-1.821275797,-1.889646934,-1.82454844,,,,
0.936166667,-1.886892287,-2.349400531,0.913333333,-2.01735313,-1.303704703,-1.821016062,-1.433573774,-2.410877358,,,,
0.938444444,-1.365661893,-1.958225153,0.915555556,-1.822255204,-1.694285636,-1.821275797,-1.303248886,-2.280753043,,,,
0.940722222,-2.082848826,-1.893258101,0.917777778,-2.082904981,-1.498346812,-2.14721769,-1.824160611,-2.150358892,,,,
0.943,-2.082581994,-2.088356028,0.92,-2.343554758,-1.694161341,-1.625003739,-2.020041092,-2.280753043,,,,
0.945277778,-1.952326574,-2.610178203,0.922222222,-2.278394086,-1.368996328,-2.212447627,-1.694548124,-1.889581213,,,,
0.947555556,-2.473753824,-2.479922783,0.924444444,-2.278397634,-1.694223551,-2.082057017,-1.758996589,-2.541534262,,,,
0.949833333,-1.691282071,-2.349393442,0.926666667,-2.343485599,-1.498865759,-1.951538313,-2.085336955,-1.694679368,,,,
0.952111111,-1.952191384,-2.284232767,0.928888889,-2.08309831,-1.889778377,-1.821275797,-1.433573774,-2.150362433,,,,
0.954388889,-1.756636558,-2.349393442,0.931111111,-2.213291954,-1.759391315,-2.212447627,-2.085198217,-2.411143653,,,,
0.956666667,-2.343363214,-2.284232767,0.933333333,-1.887222256,-1.432922661,-1.691275775,-1.82454844,-1.759581191,,,,
0.958944444,-1.952056466,-1.893258101,0.935555556,-2.21316766,-1.498606547,-2.016892801,-1.954748783,-2.541932736,,,,
0.961222222,-1.430628944,-1.958225153,0.937777778,-1.887222256,-1.694161341,-1.560494577,-2.28055247,-1.824873013,,,,
0.9635,-1.560759819,-2.284294852,0.94,-2.278394086,-1.628997157,-1.690885187,-1.824741769,-2.411143653,,,,
0.965777778,-2.14827653,-2.023907563,0.942222222,-2.408784695,-1.563898663,-2.212447627,-2.020041092,-2.085260301,,,,
0.968055556,-1.952326574,-2.349400531,0.944444444,-2.01735313,-1.498346812,-2.14721769,-1.954873328,-1.82454844,,,,
0.970333333,-1.691282071,-2.153520049,0.946666667,-2.474281669,-1.628997157,-1.886761241,-1.628865714,-2.802315482,,,,
0.972611111,-2.017085932,-1.958615742,0.948888889,-1.952904666,-1.36782456,-2.212447627,-2.3465133,-1.759190603,,,,
0.974888889,-1.886961447,-2.479922783,0.951111111,-2.21322987,-1.563898663,-1.821275797,-1.954873328,-2.606034879,,,,
0.977166667,-1.821800774,-2.02358299,0.953333333,-2.08309831,-1.889913567,-1.756243024,-1.629256303,-1.954873328,,,,
0.979444444,-2.082848826,-2.349396983,0.955555556,-2.148003476,-1.498346812,-1.626373952,-2.150428154,-2.085198217,,,,
0.981722222,-1.756698643,-2.610445035,0.957777778,-1.691930316,-2.020168987,-1.755591911,-2.215322702,-2.346250016,,,,
0.984,-2.212574933,-2.414626955,0.96,-2.343554758,-1.759387767,-1.430103967,-1.694223551,-2.801655059,,,,
0.986277778,-1.952326574,-2.610445035,0.962222222,-2.408784695,-1.889913567,-1.756243024,-1.628865714,-2.019971823,,,,
0.988555556,-1.886892287,-2.218878279,0.964444444,-1.952580093,-1.563898663,-1.690885187,-1.889646934,-2.802315482,,,,
0.990833333,-1.495986781,-2.54468214,0.966666667,-1.756831646,-1.498346812,-2.147356428,-1.82454844,-2.215453946,,,,
0.993111111,-1.952191384,-2.414557656,0.968888889,-2.01735313,-1.498346812,-1.951666407,-1.629256303,-2.476838189,,,,
0.995388889,-1.691282071,-2.023257762,0.971111111,-2.148003476,-1.694285636,-1.560494577,-1.694223551,-2.411410484,,,,
0.997666667,-2.082848826,-2.544882544,0.973333333,-2.343693497,-1.954672925,-1.691275775,-2.150428154,-1.954873328,,,,
0.999944444,-2.212972604,-2.153907879,0.975555556,-1.822255204,-2.085198217,-2.016892801,-1.432985528,-2.085198217,,,,
1.002222222,-1.886961447,-2.349396983,0.977777778,-2.213105325,-1.889778377,-2.082057017,-2.020034003,-1.954485499,,,,
1.0045,-1.821797233,-2.414557656,0.98,-2.213291954,-2.215523106,-2.082057017,-1.433573774,-2.411410484,,,,
1.006777778,-2.278864703,-2.284232767,0.982222222,-2.343485599,-1.954873328,-1.756567597,-2.346180311,-1.759190603,,,,
1.009055556,-1.561019554,-1.958225153,0.984444444,-2.669565915,-1.628997157,-1.951666407,-1.824741769,-2.215523106,,,,
1.011333333,-1.886961447,-2.479922783,0.986666667,-2.147875382,-1.368215937,-2.212447627,-2.280818764,-2.34564759,,,,
1.013611111,-1.62631167,-2.674875785,0.988888889,-2.343485599,-1.954873328,-2.212582817,-1.759256324,-2.346250016,,,,
1.015888889,-1.952191384,-2.610178203,0.991111111,-2.017612866,-1.237825327,-2.016830591,-1.56435448,-2.476172883,,,,
1.018166667,-2.082848826,-2.349396983,0.993333333,-2.017612866,-1.694285636,-2.212582817,-2.215523106,-2.280753043,,,,
1.020444444,-1.62631167,-1.958225153,0.995555556,-2.21322987,-1.433573774,-2.277944601,-2.280818764,-2.476172883,,,,
1.022722222,-1.886961447,-2.479787593,0.997777778,-2.343693497,-2.020168987,-2.016892801,-1.824160611,-2.150362433,,,,
1.025,-1.756698643,-2.479922783,1,-2.408919886,-1.172923997,-2.212447627,-1.889646934,-2.280888233,,,,
1.027277778,-2.147279576,-2.544882544,1.002222222,-2.408649778,-1.82447928,-2.14721769,-2.020037544,-1.955066657,,,,
1.029555556,-2.082581994,-2.545083353,1.004444444,-2.278397634,-1.433898347,-2.212447627,-1.563898663,-2.541534262,,,,
1.031833333,-2.473753824,-2.284232767,1.006666667,-2.213291954,-1.173511058,-2.277342174,-1.88977477,-2.73682266,,,,
1.034111111,-1.952191384,-2.479787593,1.008888889,-2.343485599,-1.433573774,-2.408532773,-1.82454844,-1.954485499,,,,
1.036388889,-2.147611224,-2.675207433,1.011111111,-2.017872078,-1.759387767,-2.082057017,-2.150428154,-2.541534262,,,,
1.038666667,-2.408261001,-2.609911909,1.013333333,-1.952904666,-1.759387767,-2.277944601,-1.824354721,-1.82454844,,,,
1.040944444,-2.082848826,-2.54468214,1.015555556,-2.148003476,-2.150161926,-2.212447627,-1.759256324,-2.541534262,,,,
1.043222222,-2.147279576,-1.958225153,1.017777778,-2.017612866,-1.628997157,-1.821535009,-1.563898663,-2.150358892,,,,
1.0455,-1.952056466,-2.219006373,1.02,-2.604204535,-1.759391315,-2.473228847,-1.889518841,-2.671395825,,,,
1.047777778,-2.14827653,-2.02358299,1.022222222,-2.21316766,-1.82447928,-2.342838237,-1.759256324,-2.541534262,,,,
1.050055556,-1.62631167,-2.088356028,1.024444444,-2.669565915,-1.694223551,-2.082057017,-1.434160835,-1.954485499,,,,
1.052333333,-2.343363214,-2.349393442,1.026666667,-2.539442137,-1.889643459,-1.951538313,-1.628474337,-2.671395825,,,,
1.054611111,-2.212574933,-2.349400531,1.028888889,-2.147875382,-1.628997157,-2.408532773,-2.150563344,-1.954873328,,,,
1.056888889,-2.147279576,-2.479652675,1.031111111,-2.669565915,-1.82454844,-1.821016062,-2.020037544,-2.085198217,,,,
1.059166667,-2.213371078,-2.088356028,1.033333333,-2.604869842,-1.563898663,-2.082057017,-1.889646934,-2.541534262,,,,
1.061444444,-2.147279576,-2.479922783,1.035555556,-2.343693497,-1.303248886,-2.342838237,-2.345847994,-2.150362433,,,,
1.063722222,-2.212972604,-2.479922783,1.037777778,-2.669565915,-1.82454844,-2.277743387,-2.150293236,-2.671924872,,,,
1.066,-2.147279576,-2.349393442,1.04,-2.278394086,-1.889778377,-2.342838237,-1.758996589,-2.085260301,,,,
1.068277778,-2.27747322,-2.349396983,1.042222222,-2.01735313,-1.759387767,-2.212447627,-1.758996589,-2.801655059,,,,
1.070555556,-2.27747322,-2.610445035,1.044444444,-2.147875382,-2.020168987,-2.016954886,-2.150428154,-2.475841235,,,,
1.072833333,-1.756636558,-2.02358299,1.046666667,-1.952580093,-1.955275351,-1.951666407,-2.215523106,-2.280618125,,,,
1.075111111,-1.887030746,-2.805532321,1.048888889,-2.408784695,-1.564091991,-2.277342174,-2.28055247,-2.606034879,,,,
1.077388889,-2.017085932,-1.827834543,1.051111111,-2.147875382,-1.955074137,-2.082053476,-2.281085596,-2.672454988,,,,
1.079666667,-2.473753824,-2.545284567,1.053333333,-2.669565915,-2.345847994,-1.821275797,-1.954811119,-2.280888233,,,,
1.081944444,-2.147611224,-2.02358299,1.055555556,-2.148131311,-2.345847994,-1.951538313,-1.694548124,-2.085198217,,,,
1.084222222,-1.952191384,-2.740568813,1.057777778,-2.148131311,-2.215523106,-2.212447627,-2.020037544,-2.280618125,,,,
1.0865,-1.886961447,-2.284294852,1.06,-2.539442137,-1.954672925,-2.212447627,-1.824741769,-2.73682266,,,,
1.088777778,-2.27747322,-2.54468214,1.062222222,-2.539442137,-2.020168987,-2.016892801,-1.694548124,-2.540739722,,,,
1.091055556,-1.756698643,-2.153907879,1.064444444,-2.147875382,-1.889778377,-2.016892801,-1.824741769,-1.759190603,,,,
1.093333333,-2.0823157,-2.218878279,1.066666667,-2.474281669,-2.020168987,-2.212582817,-1.759515536,-2.671395825,,,,
1.095611111,-2.27747322,-2.153907879,1.068888889,-2.408649778,-2.280950207,-2.212447627,-2.020037544,-2.80297724,,,,
1.097888889,-1.952191384,-2.479787593,1.071111111,-2.278394086,-2.150559597,-2.147356428,-1.628865714,-1.95467961,,,,
1.100166667,-2.801217392,-2.610178203,1.073333333,-2.408784695,-1.759391315,-1.821275797,-2.411209374,-2.671924872,,,,
1.102444444,-2.017286335,-2.805069429,1.075555556,-2.539175305,-1.499124449,-1.951794242,-2.411209374,-2.34564759,,,,
1.104722222,-1.886961447,-2.219006373,1.077777778,-2.343554758,-2.085863523,-1.951538313,-1.954873328,-2.34564759,,,,
1.107,-2.473753824,-2.414488496,1.08,-2.278397634,-1.498346812,-1.821275797,-2.085198217,-2.802315482,,,,
1.109277778,-2.147279576,-2.479787593,1.082222222,-2.473679243,-2.150958071,-2.14721769,-2.020037544,-2.73682266,,,,
1.111555556,-2.409452875,-2.479787593,1.084444444,-2.213291954,-2.020168987,-2.343105069,-1.954873328,-2.607426361,,,,
1.113833333,-2.212972604,-2.805532321,1.086666667,-2.408784695,-1.628997157,-2.734010066,-1.628865714,-2.802315482,,,,
1.116111111,-2.212574933,-2.610445035,1.088888889,-2.213291954,-1.82447928,-2.212447627,-1.954748783,-2.671924872,,,,
1.118388889,-2.017286335,-2.545083353,1.091111111,-2.147875382,-1.694099006,-2.342571942,-2.215523106,-2.73682266,,,,
1.120666667,-2.082581994,-2.284294852,1.093333333,-2.148131311,-2.280950207,-2.277342174,-2.476172883,-2.280753043,,,,
1.122944444,-2.407666865,-2.479922783,1.095555556,-2.343554758,-2.020168987,-2.539120945,-2.020034003,-2.280753043,,,,
1.125222222,-2.212972604,-2.414557656,1.097777778,-2.539442137,-1.563898663,-2.472831176,-2.085336955,-2.280753043,,,,
1.1275,-2.017085932,-2.93585721,1.1,-2.213291954,-2.084866569,-2.147356428,-2.085336955,-2.606034879,,,,
1.129777778,-2.212972604,-2.479787593,1.102222222,-2.603872887,-1.889643459,-2.473228847,-2.541599984,-2.736228523,,,,
1.132055556,-2.4730934,-2.479787593,1.104444444,-2.017612866,-2.150161926,-2.342838237,-1.889518841,-2.866422168,,,,
1.134333333,-1.886892287,-2.349400531,1.106666667,-2.082904981,-2.150559597,-2.016892801,-2.150428154,-2.606034879,,,,
1.136611111,-2.082581994,-2.414488496,1.108888889,-2.473879647,-2.084866569,-2.473228847,-2.346180311,-2.280618125,,,,
1.138888889,-2.147279576,-2.675207433,1.111111111,-2.343554758,-1.694223551,-2.212312709,-2.410811703,-2.215592405,,,,
1.141166667,-2.27747322,-2.871489538,1.113333333,-2.734529424,-2.020168987,-2.473228847,-2.476172883,-2.541932736,,,,
1.143444444,-1.821800774,-2.610178203,1.115555556,-2.408919886,-2.150958071,-2.277342174,-2.411209374,-2.541534262,,,,
1.145722222,-1.756636558,-2.414696394,1.117777778,-2.669964389,-2.150559597,-2.473228847,-2.281085596,-2.932706092,,,,
1.148,-1.886961447,-2.479787593,1.12,-2.669565915,-2.085863523,-2.14721769,-2.020034003,-2.541534262,,,,
1.150277778,-2.474415581,-2.674875785,1.122222222,-2.213291954,-2.280950207,-2.016954886,-2.410811703,-2.215523106,,,,
1.152555556,-2.604937833,-2.479922783,1.124444444,-2.930347135,-2.020168987,-2.734010066,-2.150428154,-2.280753043,,,,
1.154833333,-1.952191384,-2.870430375,1.126666667,-2.473879647,-2.020168987,-2.407535819,-1.954873328,-2.215592405,,,,
1.157111111,-1.952326574,-2.740568813,1.128888889,-2.735458014,-1.954873328,-2.408532773,-2.476172883,-2.671924872,,,,
1.159388889,-1.886892287,-2.805532321,1.131111111,-2.603872887,-2.020435819,-2.47362732,-2.215322702,-2.476172883,,,,
1.161666667,-2.14827653,-2.349400531,1.133333333,-2.864854313,-2.085198217,-2.082057017,-1.954935413,-2.411143653,,,,
1.163944444,-2.017085932,-2.414557656,1.135555556,-2.864260176,-1.82447928,-2.016954886,-2.541599984,-2.280753043,,,,
1.166222222,-2.343363214,-2.740967286,1.137777778,-2.603872887,-2.084866569,-2.277944601,-1.889646934,-2.215523106,,,,
1.1685,-2.147279576,-2.284232767,1.14,-2.603872887,-2.280421159,-2.342838237,-2.150563344,-2.411410484,,,,
1.170777778,-2.343363214,-2.349393442,1.142222222,-2.278390544,-2.281480322,-2.212312709,-2.020030469,-2.606497771,,,,
1.173055556,-2.343363214,-2.740568813,1.144444444,-2.343554758,-2.085863523,-2.14721769,-2.280818764,-2.801655059,,,,
1.175333333,-1.952326574,-2.674875785,1.146666667,-2.669168245,-1.955275351,-2.343105069,-2.411607848,-2.345847994,,,,
1.177611111,-2.407666865,-2.93585721,1.148888889,-2.735458014,-1.694223551,-2.14721769,-2.411607848,-2.80297724,,,,
1.179888889,-2.0823157,-2.93585721,1.151111111,-2.343554758,-2.608216213,-2.082060565,-2.345847994,-2.671924872,,,,
1.182166667,-1.886961447,-3.001350033,1.153333333,-2.343624058,-1.889913567,-2.016892801,-2.020037544,-2.150358892,,,,
1.184444444,-2.147279576,-2.805069429,1.155555556,-2.408784695,-2.150559597,-2.538656182,-2.085198217,-2.475841235,,,,
1.186722222,-2.342834167,-2.805069429,1.157777778,-2.669565915,-2.411340817,-2.342838237,-1.889646934,-2.410877358,,,,
1.189,-2.213371078,-2.349396983,1.16,-2.538909011,-2.085198217,-2.277342174,-2.345847994,-2.280753043,,,,
1.191277778,-2.474415581,-2.545284567,1.162222222,-2.343554758,-2.411340817,-2.669709118,-2.541070937,-2.607426361,,,,
1.193555556,-2.540041047,-2.936452545,1.164444444,-2.669964389,-2.085198217,-2.473228847,-2.281085596,-2.801655059,,,,
1.195833333,-2.147279576,-2.544882544,1.166666667,-2.343554758,-1.889913567,-2.212447627,-2.280818764,-2.541932736,,,,
1.198111111,-2.343893329,-3.001350033,1.168888889,-2.603872887,-2.085863523,-2.342571942,-1.954811119,-2.345847994,,,,
1.200388889,-2.407666865,-2.740568813,1.171111111,-2.735458014,-2.411340817,-2.212447627,-2.606497771,-2.607426361,,,,
1.202666667,-2.734535044,-2.479652675,1.173333333,-3.060737745,-2.085863523,-2.212447627,-2.020037544,-2.215453946,,,,
1.204944444,-2.407666865,-2.805532321,1.175555556,-2.669565915,-1.889778377,-2.212447627,-2.020041092,-2.541534262,,,,
1.207222222,-2.408261001,-2.740568813,1.177777778,-2.343485599,-1.954672925,-2.472831176,-2.150563344,-2.932706092,,,,
1.2095,-2.147611224,-2.740568813,1.18,-2.343485599,-1.889913567,-2.14714853,-2.085198217,-2.73682266,,,,
1.211777778,-1.886961447,-2.54468214,1.182222222,-2.538909011,-2.281480322,-2.212312709,-2.541599984,-2.085260301,,,,
1.214055556,-2.27747322,-2.871489538,1.184444444,-2.799427478,-2.345847994,-2.342838237,-2.215523106,-2.866422168,,,,
1.216333333,-1.886961447,-2.479922783,1.186666667,-3.061531144,-1.82454844,-2.407867467,-2.541599984,-2.933499491,,,,
1.218611111,-2.408856337,-2.610445035,1.188888889,-2.473679243,-2.150559597,-2.539120945,-2.411607848,-2.150362433,,,,
1.220888889,-2.212972604,-2.805069429,1.191111111,-2.343554758,-2.215523106,-2.342838237,-2.345847994,-2.73682266,,,,
1.223166667,-1.952191384,-2.675207433,1.193333333,-2.604204535,-2.085198217,-2.212447627,-2.215322702,-2.606034879,,,,
1.225444444,-2.082848826,-2.479922783,1.195555556,-2.930347135,-2.345847994,-2.343105069,-2.541070937,-2.80297724,,,,
1.227722222,-2.408261001,-3.000689609,1.197777778,-2.343485599,-2.085198217,-2.016954886,-2.541599984,-2.345847994,,,,
1.23,-1.952191384,-2.414557656,1.2,-2.930347135,-2.476172883,-2.734010066,-2.215523106,-2.476172883,,,,
1.232277778,-2.473753824,-2.871489538,1.202222222,-2.669565915,-2.020435819,-2.277944601,-2.215322702,-2.280753043,,,,
1.234555556,-2.147611224,-2.675872739,1.204444444,-2.669565915,-2.411340817,-2.603619457,-2.671990594,-2.476838189,,,,
1.236833333,-2.408261001,-2.740171142,1.206666667,-2.799956525,-1.82454844,-2.147356428,-2.606497771,-2.999190878,,,,
1.239111111,-2.604937833,-2.284232767,1.208888889,-2.864854313,-2.020168987,-2.212582817,-2.085267516,-2.085198217,,,,
1.241388889,-2.277936113,-2.479787593,1.211111111,-2.669565915,-2.085863523,-2.082057017,-2.671990594,-2.802315482,,,,
1.243666667,-2.082581994,-2.675207433,1.213333333,-2.799956525,-2.412002574,-2.603619457,-2.28055247,-2.80297724,,,,
1.245944444,-2.408261001,-2.871489538,1.215555556,-2.799956525,-1.889913567,-2.212582817,-2.411607848,-2.541932736,,,,
1.248222222,-2.147943541,-2.740568813,1.217777778,-2.603872887,-2.411340817,-2.407867467,-2.020034003,-2.541534262,,,,
1.2505,-2.473753824,-2.609911909,1.22,-2.930347135,-2.150559597,-2.603619457,-2.345847994,-2.541534262,,,,
1.252777778,-2.67062922,-2.675872739,1.222222222,-2.734066532,-2.412002574,-2.473228847,-1.954873328,-2.541932736,,,,
1.255055556,-2.473753824,-2.740568813,1.224444444,-2.799427478,-2.150958071,-2.603090409,-2.671990594,-2.932706092,,,,
1.257333333,-2.864925654,-2.545083353,1.226666667,-2.734066532,-2.412002574,-1.886761241,-2.3465133,-2.411410484,,,,
1.259611111,-2.668910778,-2.675207433,1.228888889,-2.929686711,-2.345847994,-2.343105069,-2.411209374,-2.802315482,,,,
1.261888889,-2.668910778,-2.740568813,1.231111111,-2.734066532,-2.412002574,-2.798842132,-2.411209374,-2.73682266,,,,
1.264166667,-2.734535044,-2.935263073,1.233333333,-2.800486641,-1.954873328,-2.603090409,-2.215322702,-2.345847994,,,,
1.266444444,-2.343893329,-2.414557656,1.235555556,-2.604869842,-2.47762804,-2.669709118,-2.607689645,-2.476172883,,,,
1.268722222,-2.408261001,-2.414557656,1.237777778,-2.734529424,-2.020435819,-2.603090409,-2.541599984,-2.933499491,,,,
1.271,-2.27747322,-2.414557656,1.24,-2.473679243,-2.411340817,-2.342838237,-2.541070937,-2.34564759,,,,
1.273277778,-2.539312734,-2.740171142,1.242222222,-2.669565915,-2.150559597,-2.14721769,-2.738277817,-2.541534262,,,,
1.275555556,-2.799235667,-2.414557656,1.244444444,-2.408784695,-1.889913567,-2.082057017,-2.47570999,-2.73682266,,,,
1.277833333,-2.409452875,-3.130948842,1.246666667,-2.99445382,-2.410680393,-2.14714853,-2.47570999,-2.541932736,,,,
1.280111111,-2.147943541,-2.805532321,1.248888889,-2.930347135,-2.476899727,-2.537729463,-2.477101473,-2.802315482,,,,
1.282388889,-2.342834167,-2.610445035,1.251111111,-2.864260176,-2.085863523,-2.669112579,-2.280818764,-2.215453946,,,,
1.284666667,-2.473753824,-2.675207433,1.253333333,-2.604204535,-2.215523106,-2.277342174,-2.150428154,-2.346048802,,,,
1.286944444,-2.278399939,-2.93585721,1.255555556,-2.604869842,-2.607356125,-2.537729463,-2.73682266,-2.933499491,,,,
1.289222222,-2.668054153,-2.609911909,1.257777778,-2.73499325,-2.084866569,-2.407867467,-2.47570999,-2.73682266,,,,
1.2915,-2.801217392,-2.740171142,1.26,-2.669565915,-2.412002574,-2.212447627,-2.476172883,-2.606497771,,,,
1.293777778,-2.409452875,-2.870959423,1.262222222,-2.799427478,-2.150161926,-2.082057017,-2.541599984,-3.193487312,,,,
1.296055556,-2.798247798,-2.935263073,1.264444444,-2.864854313,-2.020435819,-2.603090409,-2.150428154,-2.802315482,,,,
1.298333333,-2.27747322,-3.066182098,1.266666667,-2.669565915,-2.150559597,-2.668517244,-2.3465133,-2.280753043,,,,
1.300611111,-2.408261001,-2.544882544,1.268888889,-2.539175305,-2.34644333,-2.537729463,-2.67133017,-2.802315482,,,,
1.302888889,-2.474415581,-2.610445035,1.271111111,-2.931008893,-2.085863523,-2.80029729,-2.280818764,-3.063096702,,,,
1.305166667,-2.407666865,-3.00201179,1.273333333,-2.669565915,-2.672122037,-2.407867467,-2.215322702,-2.606497771,,,,
1.307444444,-2.473753824,-3.00201179,1.275555556,-3.060737745,-2.411340817,-2.799568977,-2.541070937,-2.802315482,,,,
1.309722222,-2.799235667,-3.001350033,1.277777778,-2.604869842,-2.215060213,-2.147286989,-2.281085596,-2.933499491,,,,
1.312,-2.668910778,-2.871489538,1.28,-2.408784695,-2.150958071,-2.47362732,-2.803174603,-2.475841235,,,,
1.314277778,-2.343893329,-3.326831876,1.282222222,-2.604869842,-2.020435819,-2.865194076,-2.345847994,-2.802315482,,,,
1.316555556,-2.212972604,-2.545083353,1.284444444,-2.995179201,-2.215523106,-2.473228847,-2.345847994,-3.323877922,,,,
1.318833333,-2.735460085,-3.065456718,1.286666667,-2.669565915,-1.82454844,-2.669709118,-2.411209374,-2.280753043,,,,
1.321111111,-2.4730934,-2.870959423,1.288888889,-2.734529424,-2.150559597,-2.799568977,-2.215322702,-3.193487312,,,,
1.323388889,-2.343893329,-3.00201179,1.291111111,-2.930347135,-2.280950207,-2.407867467,-2.411607848,-3.129779051,,,,
1.325666667,-2.735460085,-3.065456718,1.293333333,-3.060737745,-2.020435819,-2.930885462,-2.47570999,-2.085198217,,,,
1.327944444,-2.537860509,-3.067637256,1.295555556,-2.995179201,-2.412002574,-2.537729463,-2.410811703,-2.476172883,,,,
1.330222222,-2.408261001,-2.935263073,1.297777778,-3.060737745,-2.345847994,-2.343105069,-2.411209374,-2.801655059,,,,
1.3325,-2.995316264,-3.328813601,1.3,-2.929686711,-2.802512646,-2.343105069,-2.345847994,-2.73682266,,,,
1.334777778,-2.734535044,-3.066908943,1.302222222,-2.930347135,-2.085198217,-2.734010066,-2.150428154,-2.932706092,,,,
1.337055556,-2.537860509,-2.93585721,1.304444444,-2.408784695,-2.411340817,-2.667923107,-2.281085596,-2.671395825,,,,
1.339333333,-2.995316264,-2.610178203,1.306666667,-2.930347135,-2.215523106,-2.669709118,-2.606497771,-2.800995964,,,,
1.341611111,-2.343363214,-3.066908943,1.308888889,-2.799956525,-2.542524826,-2.604149572,-2.737549504,-2.933499491,,,,
1.343888889,-2.668910778,-2.871489538,1.311111111,-2.538909011,-2.216451695,-2.537729463,-2.86886599,-2.73682266,,,,
1.346166667,-2.537860509,-2.544882544,1.313333333,-2.408784695,-1.954873328,-2.212447627,-2.73682266,-2.998330791,,,,
1.348444444,-2.407666865,-3.132534042,1.315555556,-2.734529424,-2.412002574,-2.864400676,-2.738277817,-2.933499491,,,,
1.350722222,-2.408261001,-3.066182098,1.317777778,-3.060737745,-2.411340817,-2.603619457,-2.281085596,-3.128787188,,,,
1.353,-2.668910778,-3.262131252,1.32,-2.799956525,-2.608216213,-2.407535819,-2.867147548,-3.323877922,,,,
1.355277778,-2.537860509,-2.740568813,1.322222222,-2.864854313,-2.280950207,-2.407867467,-2.410811703,-2.280753043,,,,
1.357555556,-2.537860509,-3.00201179,1.324444444,-3.127222531,-2.345847994,-2.343105069,-2.607093107,-3.126809456,,,,
1.359833333,-2.408261001,-3.067637256,1.326666667,-2.734529424,-2.411340817,-2.538192355,-2.281085596,-2.671395825,,,,
1.362111111,-2.53858589,-3.065456718,1.328888889,-3.321518965,-2.606497771,-2.408532773,-2.67133017,-2.802315482,,,,
1.364388889,-2.604937833,-2.93585721,1.331111111,-2.930347135,-2.150958071,-2.212447627,-2.345847994,-2.867147548,,,,
1.366666667,-2.734535044,-3.130948842,1.333333333,-3.060737745,-2.672122037,-2.407867467,-2.411209374,-2.671924872,,,,
1.368944444,-2.668910778,-3.457156764,1.335555556,-2.864260176,-2.280950207,-2.864400676,-2.215322702,-2.866422168,,,,
1.371222222,-2.930681927,-2.870959423,1.337777778,-2.408784695,-2.47762804,-2.80029729,-2.215322702,-2.802315482,,,,
1.3735,-2.668910778,-2.740568813,1.34,-2.931008893,-2.216451695,-2.798842132,-2.605903635,-2.476172883,,,,
1.375777778,-2.931805564,-3.195650362,1.342222222,-2.929686711,-2.34644333,-2.212582817,-2.150428154,-3.258122214,,,,
1.378055556,-2.734535044,-2.805069429,1.344444444,-3.12550409,-2.345253858,-2.407867467,-2.215322702,-2.736228523,,,,
