beta2(deg),beta3_1(deg),beta3_2(deg),p_avervage (kpa)
44.34018606,43.98101379,42.23991045,-2.868
44.41842048,44.06904452,42.30890593,-2.891
44.50045993,44.17365683,42.38471754,-2.782
44.55637938,44.28074376,42.45034351,-2.826
44.61197082,44.39989078,42.52429387,-2.782
44.67010704,44.52456563,42.60681226,-2.674
44.73148729,44.64480417,42.69478747,-2.826
44.77563758,44.72480137,42.76067676,-3.065
44.82906186,44.79550302,42.83355587,-2.695
44.89567764,44.86308821,42.91771804,-2.869
44.9745005,44.93221039,43.01334507,-2.847
45.04330874,44.98869236,43.10175912,-2.804
45.11946776,45.05705288,43.1978916,-2.782
45.2001891,45.14081124,43.2983136,-2.847
45.2797254,45.23778409,43.39629486,-2.825
45.32823049,45.32294808,43.46411888,-2.760
45.37509721,45.41471942,43.52519346,-2.847
45.42576142,45.51050491,43.58330616,-2.674
45.48287158,45.60531278,43.64140298,-2.955
45.52971537,45.669687,43.67915521,-2.739
45.58790395,45.73562796,43.73233927,-2.521
45.65885046,45.81013266,43.81021022,-2.913
45.73953052,45.89665722,43.9150043,-2.870
45.8015476,45.98015919,44.03066898,-2.956
45.87169619,46.07778604,44.16154751,-2.804
45.95177812,46.18786402,44.29610235,-2.695
46.03977645,46.30446749,44.4201653,-2.805
46.11325962,46.39434388,44.49196809,-2.630
46.19130692,46.48808565,44.54801386,-2.803
46.27316642,46.58939798,44.5981914,-2.739
46.35526603,46.69844291,44.65147286,-2.869
46.40987899,46.79601729,44.70340864,-2.869
46.46687965,46.89961413,44.77157974,-2.608
46.53154115,47.00747028,44.85780186,-2.846
46.60540262,47.11435448,44.95849275,-2.934
46.66822913,47.19082443,45.04007882,-2.934
46.74195798,47.26517512,45.13520781,-2.912
46.82630753,47.34209521,45.24686834,-3.066
46.91633068,47.42382844,45.3731611,-2.912
46.98460713,47.48908215,45.49455755,-2.760
47.05196529,47.56788371,45.62019866,-2.760
47.1184549,47.66486773,45.74328084,-2.869
47.18254202,47.77862682,45.855123,-2.890
47.21716918,47.88524201,45.92160361,-2.673
47.25890675,47.9998716,45.97824652,-2.891
47.31669616,48.11699874,46.03498914,-3.109
47.39386221,48.2283605,46.0995034,-2.629
47.4744015,48.30079835,46.1609176,-2.913
47.56921321,48.36588468,46.24152411,-3.042
47.67097838,48.43086596,46.34306275,-2.846
47.76873402,48.50117827,46.46112547,-2.956
47.82438499,48.55998996,46.56533728,-2.978
47.87094501,48.6373834,46.67819992,-2.760
47.91567271,48.73853524,46.79817281,-2.978
47.96466744,48.86175006,46.92104451,-3.065
48.00266944,48.98000168,47.01593615,-2.955
48.05974112,49.11090093,47.11541362,-3.044
48.14130039,49.24877178,47.22418248,-2.803
48.24536336,49.38473109,47.34184635,-2.739
48.34772868,49.48149784,47.45145704,-2.804
48.45900453,49.573718,47.56090101,-2.999
48.57066946,49.66802297,47.66425635,-2.499
48.6724977,49.76830734,47.75538685,-2.870
48.72410104,49.8652122,47.80162833,-2.716
48.76894969,49.97179444,47.85161432,-2.739
48.81918714,50.0888947,47.92639287,-2.716
48.88296727,50.21637629,48.0446235,-2.999
48.95506769,50.3138815,48.19944301,-2.803
49.04119678,50.44901263,48.42566646,-2.802
49.13383943,50.64357063,48.72636004,-3.021
49.22169955,50.90775588,49.09036771,-2.673
49.25828305,51.24074098,49.48168225,-3.021
49.29109015,51.61354259,49.88626771,-2.978
49.33242479,51.99093873,50.27354784,-2.913
49.39072159,52.33488373,50.614088,-2.934
49.4602344,52.56349311,50.84925751,-2.977
49.54786041,52.73779676,51.02540651,-2.977
49.64594882,52.8776818,51.16027182,-3.041
49.74218816,53.00508418,51.27364861,-2.848
49.79196397,53.13835107,51.37371291,-2.977
49.83415128,53.2837953,51.48380469,-2.803
49.87679325,53.43884388,51.60967141,-2.978
49.92594508,53.59289111,51.74777221,-2.782
49.96905385,53.69474046,51.86100428,-2.782
50.02780023,53.78970074,51.97804038,-2.716
50.10317464,53.88534736,52.09761006,-2.999
50.19019079,53.98637558,52.21568515,-2.935
50.25643225,54.07869829,52.30425817,-2.869
50.3270389,54.18170336,52.3933501,-2.977
50.40151521,54.29499364,52.48876958,-2.934
50.47666826,54.41318384,52.59288733,-2.891
50.52425717,54.50025028,52.68392758,-3.130
50.57528143,54.58994996,52.7887173,-3.043
50.63492473,54.68596262,52.90871863,-2.891
50.70413327,54.78786861,53.03952051,-2.956
50.76216612,54.87286305,53.15071498,-2.869
50.82944926,54.96213057,53.26390084,-2.978
50.90507871,55.05491257,53.37650452,-2.934
50.98450226,55.14703345,53.48334997,-3.043
51.03387298,55.20449726,53.55270867,-3.283
51.08943869,55.26544487,53.61893301,-2.760
51.1576486,55.33762956,53.6894043,-3.020
51.24027211,55.42420958,53.76798094,-3.107
51.31799543,55.5027951,53.83442575,-3.044
51.4074271,55.59839009,53.91609477,-2.890
51.50448788,55.70980193,54.01510801,-2.890
51.60106266,55.82988819,54.12780403,-3.042
51.66054344,55.9248367,54.22213831,-3.022
51.71617271,56.01791355,54.32520488,-3.151
51.77351011,56.10831014,54.43689011,-3.020
51.83550938,56.19400843,54.55337875,-2.826
51.8817163,56.24180127,54.64361977,-3.129
51.94050477,56.29879085,54.73809602,-3.021
52.0151102,56.37771857,54.83969548,-3.086
52.10281837,56.48406132,54.94680995,-2.956
52.17687923,56.6029039,55.03306187,-3.086
52.25659031,56.7406527,55.12212177,-2.999
52.33929325,56.88525189,55.21342863,-3.108
52.42019087,57.02088326,55.30280968,-3.043
52.46327572,57.09374483,55.35846499,-3.131
52.51264515,57.15454745,55.41412284,-3.195
52.57908494,57.21648762,55.47604358,-2.978
52.6672117,57.28975458,55.54705701,-3.022
52.76380601,57.36777681,55.60274882,-2.956
52.87402331,57.4645277,55.67636577,-2.760
52.98678453,57.57564653,55.77223702,-2.847
53.08774455,57.69071289,55.88801298,-3.042
53.1282816,57.76161269,55.99362445,-3.063
53.1551842,57.83158625,56.11055167,-3.130
53.18156997,57.90747863,56.23413898,-2.978
53.21833009,57.99239365,56.35588895,-3.063
53.25869039,58.06789962,56.43984799,-3.043
53.32211953,58.15396628,56.51688859,-3.022
53.40788735,58.24856999,56.59141614,-2.977
53.50820374,58.34495518,56.66573741,-3.064
53.58224402,58.40473637,56.71484148,-3.086
53.66144286,58.46484648,56.7758987,-2.977
53.74637705,58.53134654,56.8562185,-2.955
53.83453804,58.60689943,56.95615301,-2.977
53.90065575,58.66513338,57.04964344,-2.978
53.96944219,58.74085656,57.15565678,-3.021
54.04270073,58.83765479,57.26847171,-3.194
54.11876344,58.95150514,57.37852044,-2.955
54.16912867,59.05337842,57.444528,-3.130
54.22615176,59.15680494,57.50543362,-3.022
54.29480909,59.25379709,57.56888622,-3.087
54.37551444,59.3351876,57.63935268,-2.912
54.44086099,59.35623821,57.69711504,-3.217
54.52034582,59.37234536,57.76925378,-3.043
54.61504576,59.40105301,57.85704154,-3.368
54.72025256,59.45435751,57.95542045,-3.086
54.80673668,59.52459409,58.02956549,-2.934
54.89371485,59.62271129,58.10723096,-3.021
54.97803737,59.73948996,58.18835169,-3.042
55.05471101,59.85912318,58.27007074,-3.151
55.08678553,59.9263112,58.319754,-3.282
55.12034729,59.98511552,58.37654758,-3.194
55.16735224,60.04256689,58.44839601,-3.020
55.23372918,60.10360907,58.53767462,-3.196
55.30895039,60.1521993,58.6210041,-3.280
55.39805809,60.21277484,58.7202044,-3.195
55.49159743,60.2868529,58.83163614,-3.042
55.5776729,60.37014574,58.94654329,-3.108
55.60248987,60.42399724,59.02362221,-3.108
55.62946452,60.48622231,59.09866047,-3.108
55.67788933,60.56078897,59.17598662,-3.281
55.76035887,60.64675575,59.25674,-2.804
55.87721922,60.71625844,59.31704196,-3.216
56.0201292,60.79532823,59.38566225,-3.238
56.1697054,60.88336875,59.46538626,-3.087
56.30201645,60.9753308,59.55390242,-3.043
56.35203243,61.03275661,59.61728239,-2.934
56.37446234,61.09464981,59.69046118,-3.259
56.38540224,61.16621316,59.77672353,-2.999
56.40096322,61.24735796,59.87410236,-3.216
56.42187718,61.31494152,59.95157652,-3.086
56.47072573,61.38742109,60.03741671,-3.194
56.54989419,61.46165972,60.13115175,-3.302
56.6526789,61.53188804,60.22751876,-3.239
56.73656171,61.55183115,60.29374636,-3.217
56.83133857,61.58045229,60.35800839,-3.020
56.9340496,61.63325725,60.42226425,-3.151
57.03828425,61.7174917,60.48600567,-3.129
57.11163318,61.82388593,60.51590807,-3.064
57.18241776,61.94757304,60.55794956,-3.108
57.25320853,62.07040053,60.62268603,-3.021
57.32347086,62.17189958,60.71322445,-3.129
57.36704547,62.18552026,60.80853266,-3.108
57.41462984,62.18249438,60.92122702,-2.868
57.47058053,62.18711325,61.04177387,-3.281
57.53474171,62.21965845,61.15681424,-3.020
57.57638405,62.28585711,61.21394462,-2.847
57.63086989,62.39129359,61.26480977,-3.324
57.7022303,62.52440702,61.32182547,-3.152
57.78847641,62.66468668,61.39312094,-3.021
57.8609418,62.74735662,61.46872235,-3.172
57.9416957,62.81709891,61.56058034,-3.152
58.02751595,62.87882486,61.66230961,-3.368
58.11164693,62.93681159,61.76271535,-3.001
58.15701463,62.97320827,61.80832309,-3.021
58.20119437,63.01888293,61.85463683,-3.282
58.2513941,63.07951703,61.91456722,-3.107
58.31110299,63.15432023,61.99553197,-3.043
58.35844179,63.20904184,62.08552532,-3.064
58.4215689,63.27776961,62.19392599,-3.173
58.5021206,63.36179266,62.31106985,-2.978
58.59577775,63.45708629,62.42239645,-3.152
58.66584627,63.52826534,62.47342559,-3.000
58.74508284,63.60830632,62.51484854,-3.173
58.83459151,63.6993145,62.55846503,-3.108
58.93077774,63.7989002,62.61300888,-3.325
59.00372049,63.87199149,62.66418155,-3.042
59.07869186,63.95511056,62.73678043,-2.956
59.15545429,64.05116962,62.83026542,-3.129
59.23049399,64.15675054,62.93660206,-2.977
59.27115373,64.24149462,63.01297658,-3.021
59.31445026,64.32613598,63.09205316,-2.999
59.36771593,64.40665537,63.17434703,-3.236
59.43392312,64.47670899,63.25770615,-3.324
59.48545846,64.49239824,63.3087082,-3.194
59.55715611,64.50866553,63.36852078,-3.195
59.65155759,64.54074538,63.44509077,-3.193
59.76354894,64.59741491,63.53993612,-3.304
59.86197709,64.6642162,63.62695766,-3.304
59.96189407,64.75553599,63.72795167,-3.304
60.05582133,64.86295195,63.8380501,-3.150
60.13509442,64.97227719,63.94764768,-2.934
60.15533073,65.0276802,64.01104758,-3.303
60.1715853,65.07962917,64.07159104,-3.303
60.20074957,65.13813953,64.13699414,-3.282
60.2538509,65.20958687,64.21100555,-3.345
60.32312495,65.27768487,64.27141359,-3.260
60.41724113,65.36396052,64.3454932,-3.000
60.52634989,65.4659172,64.43352132,-3.304
60.63516347,65.57478602,64.52977446,-3.021
60.68578468,65.64194514,64.59149283,-3.325
60.7321031,65.71209909,64.65934641,-3.303
60.78628431,65.79081802,64.73739251,-3.174
60.85660595,65.878661,64.82436793,-3.476
60.9337207,65.95059412,64.89361156,-3.456
61.02930403,66.02886009,64.96701524,-3.237
61.13668905,66.11063253,65.04238336,-3.152
61.24388179,66.18894999,65.11455056,-3.239
61.29856123,66.21912282,65.13852859,-3.194
61.35055565,66.25022032,65.17080876,-3.196
61.40998114,66.29298783,65.22558682,-3.368
61.48269158,66.35282477,65.30935057,-3.324
61.55307586,66.40808929,65.4077131,-3.413
61.63881733,66.48359676,65.52597569,-3.216
61.73561022,66.57669276,65.65084257,-3.434
61.83379162,66.67846843,65.76547477,-3.435
61.88740945,66.74213518,65.80710553,-3.347
61.93940328,66.80930306,65.84141791,-3.456
61.99749361,66.88489928,65.8873647,-3.172
62.06595583,66.9697397,65.95876509,-3.326
62.12225128,67.03543188,66.05121399,-3.325
62.19702028,67.11369219,66.17209096,-3.238
62.29219988,67.20600223,66.30948225,-3.346
62.40264216,67.30771714,66.44425017,-3.368
62.49078403,67.38014381,66.51248063,-3.412
62.58504279,67.45778603,66.5649628,-3.195
62.68332123,67.54203642,66.61062389,-3.413
62.77989171,67.62983888,66.65652473,-3.281
62.83824961,67.68372922,66.68719729,-3.323
62.89550664,67.74392497,66.7304858,-3.500
62.95781153,67.81542138,66.78919684,-3.368
63.02721736,67.89712978,66.85946337,-3.260
63.07824599,67.95914445,66.89940859,-3.326
63.14197974,68.02711103,66.95095787,-3.434
63.22128691,68.0992426,67.01874,-3.237
63.31358125,68.1701642,67.10196271,-3.173
63.37988913,68.19494145,67.1680935,-3.065
63.4616111,68.22758566,67.24926731,-3.280
63.56301092,68.28075615,67.3456327,-3.455
63.68138844,68.36006673,67.451348,-3.369
63.78795688,68.44513352,67.52721977,-3.455
63.8987385,68.55213427,67.60594604,-3.325
64.00608268,68.67215475,67.68796921,-3.281
64.09977315,68.79083299,67.76969835,-3.348
64.13476991,68.851453,67.8153796,-3.305
64.16041458,68.90575033,67.86331145,-3.151
64.19066255,68.96399414,67.91928012,-3.259
64.23577326,69.03257068,67.98429194,-3.238
64.27697063,69.09322097,68.02695843,-3.150
64.34808579,69.17016522,68.08453138,-3.281
64.45062445,69.26165219,68.16107628,-3.346
64.57612974,69.35948115,68.25432063,-3.412
64.68550485,69.41382382,68.32495147,-3.215
64.79463085,69.47230077,68.41144128,-3.456
64.89408824,69.5415224,68.51500765,-3.521
64.97438428,69.62271349,68.63001601,-3.454
64.98749139,69.68927798,68.72252685,-3.347
64.99667287,69.76615987,68.81327511,-3.433
65.02301517,69.85081348,68.89750322,-3.543
65.08060766,69.93581827,68.96877326,-3.455
65.16421326,69.97471686,68.97992865,-3.543
65.27858743,70.0158953,68.9929937,-3.323
65.40958074,70.06852426,69.02607007,-3.106
65.53675046,70.1364782,69.08948838,-3.346
65.59343603,70.19364953,69.16999262,-3.477
65.63697354,70.26950069,69.27735904,-3.065
65.68063204,70.36278109,69.39892546,-3.456
65.73531066,70.46548175,69.51629987,-3.585
65.79134178,70.5312558,69.56565532,-3.369
65.87028675,70.5999457,69.60467918,-3.499
65.97023253,70.67442908,69.64720314,-3.412
66.08135114,70.75329973,69.70418446,-3.326
66.1547483,70.80360368,69.76128746,-3.715
66.22898368,70.86095235,69.84658717,-3.345
66.30612192,70.92881748,69.95945181,-3.368
66.38504422,71.00518662,70.08988513,-3.629
66.43448133,71.05180921,70.18895392,-3.564
66.49136149,71.10949921,70.28882596,-3.433
66.56102201,71.18247262,70.38646735,-3.522
66.64280928,71.26870329,70.47637558,-3.586
66.70451427,71.33225486,70.51957762,-3.499
66.77696394,71.40652686,70.56152279,-3.433
66.85997111,71.49155712,70.61274636,-3.543
66.94828226,71.58207203,70.67850724,-3.368
67.00176064,71.63614929,70.73111871,-3.522
67.0604001,71.69513547,70.80599173,-3.455
67.12941735,71.76375846,70.90413288,-3.564
67.20906434,71.84139223,71.01844581,-3.368
67.26887919,71.89507107,71.10579919,-3.564
67.34100358,71.9585335,71.19750138,-3.564
67.42642857,72.03319529,71.29152371,-3.239
67.52027394,72.11506042,71.38267439,-3.564
67.58276652,72.16125756,71.42916549,-3.390
67.65057104,72.2173025,71.47935205,-3.498
67.72605528,72.28933066,71.5433144,-3.389
67.80673824,72.37701287,71.6247184,-3.651
67.85843316,72.44881013,71.69682607,-3.455
67.91549874,72.53243647,71.78599185,-3.585
67.980606,72.62540863,71.88843026,-3.412
68.05150706,72.72056425,71.99433285,-3.172
68.09275469,72.77101555,72.05467658,-3.370
68.14226818,72.82677778,72.11437485,-3.521
68.20465249,72.89762499,72.18036322,-3.520
68.27928712,72.98760053,72.25577898,-3.369
68.33133857,73.06835707,72.30863645,-3.782
68.3989577,73.17127613,72.38174412,-3.519
68.48542842,73.29432298,72.479947,-3.609
68.58749218,73.42772274,72.59885728,-3.499
68.66900248,73.52290215,72.70240408,-3.499
68.76018452,73.61597035,72.80942159,-3.628
68.85940664,73.70661474,72.91103085,-3.303
68.96033581,73.79112912,72.99643448,-3.522
69.0213998,73.83182569,73.01371256,-3.543
69.08322811,73.87156626,73.02556546,-3.543
69.15114143,73.91820548,73.05166939,-3.542
69.22553872,73.9741775,73.1061324,-3.737
69.27581705,74.00727129,73.17322271,-3.672
69.33486319,74.05647795,73.28070195,-3.803
69.4042584,74.12539998,73.42371416,-3.694
69.47999938,74.21074142,73.58654433,-3.759
69.52223067,74.26946013,73.712031,-3.671
69.57147937,74.34347509,73.8304452,-3.651
69.63271959,74.43515628,73.93606856,-3.629
69.70580458,74.54023954,74.02242278,-3.455
69.75693054,74.61957115,74.04890935,-3.585
69.82318164,74.70522168,74.0670445,-3.456
69.90726888,74.79541152,74.09168715,-3.631
70.00534017,74.88355318,74.1320801,-3.346
70.07986107,74.92761332,74.16575019,-3.543
70.16268204,74.96901134,74.22578713,-3.542
70.25312208,75.01428666,74.31213356,-3.803
70.34600631,75.0661428,74.41636505,-3.541
70.39954103,75.08909443,74.48569285,-3.499
70.45752797,75.13341151,74.56540752,-3.737
70.5264343,75.20834004,74.65797569,-3.605
70.60679939,75.31389384,74.76025012,-3.455
70.66936116,75.41472693,74.83937314,-3.628
70.74137115,75.53586589,74.9218491,-3.477
70.82096479,75.66904754,75.00560733,-3.695
70.90155008,75.80053854,75.08497701,-3.476
70.93596074,75.87650754,75.11282043,-3.716
70.97560019,75.94330265,75.14587948,-3.674
71.03048218,76.00851595,75.19760666,-3.737
71.10427146,76.07668603,75.2743708,-3.673
71.17260614,76.1184882,75.35035735,-3.499
71.2576409,76.17722003,75.45227702,-3.391
71.35403856,76.2591706,75.57441697,-3.564
71.45102351,76.36160611,75.70343054,-3.650
71.49544422,76.44382155,75.78370691,-3.518
71.53909618,76.53698843,75.85851585,-3.478
71.59161965,76.63661389,75.93142308,-3.715
71.65753917,76.73339431,76.00303969,-3.889
71.7137422,76.77905766,76.041079,-3.804
71.78548216,76.82107559,76.08770869,-3.694
71.86990342,76.86826846,76.15011448,-3.693
71.95805517,76.92513402,76.22852431,-3.868
72.00046383,76.95996805,76.28490725,-3.782
72.04423385,77.01628915,76.35877657,-3.565
72.09685055,77.09882417,76.45150685,-3.629
72.16131619,77.20302972,76.55764776,-3.761
72.20821418,77.28798982,76.63325357,-3.739
72.27381432,77.3811108,76.71756769,-3.717
72.36031403,77.47663417,76.81223937,-3.868
72.46223906,77.56543602,76.91367533,-3.737
72.53853644,77.59527176,76.98092082,-3.693
72.62076729,77.62559447,77.05566347,-3.760
72.70700506,77.67103268,77.14169474,-3.868
72.79149646,77.73955417,77.2364699,-3.803
72.8294313,77.80965275,77.30071443,-3.696
72.87085469,77.90459742,77.37169377,-3.585
72.92519517,78.01799757,77.45036665,-3.780
72.99503996,78.13637214,77.53204749,-3.695
73.05532553,78.19809669,77.57362817,-3.435
73.12624193,78.2592694,77.61898,-3.413
73.20181814,78.32894635,77.67380004,-3.628
73.27196125,78.41105186,77.73849541,-3.912
73.28033386,78.47987611,77.77644013,-3.933
73.2908725,78.56310701,77.83049819,-3.629
73.31972283,78.6581893,77.9055704,-3.694
73.37592882,78.75618649,77.99942777,-3.630
73.44391605,78.80406053,78.06965061,-3.824
73.53630441,78.85385154,78.15724239,-3.933
73.64170439,78.91414728,78.26313846,-3.911
73.74267346,78.98828544,78.3812661,-3.780
73.77541297,79.04425377,78.46939142,-3.782
73.79753622,79.12051407,78.56101198,-3.847
73.82186133,79.21866958,78.655144,-3.847
73.85800867,79.33214752,78.74684457,-3.565
73.88745624,79.41357758,78.78972162,-3.738
73.94242868,79.50123272,78.83780319,-3.914
74.02377699,79.59443713,78.90189742,-3.802
74.12303315,79.68769949,78.98544567,-3.586
74.19142073,79.73751362,79.05782381,-3.781
74.26367226,79.78861924,79.1481094,-3.672
74.33742083,79.84744639,79.25186396,-3.825
74.40692102,79.91496019,79.35819387,-3.651
74.42992817,79.95324599,79.41373122,-3.958
74.45361905,80.00699479,79.46743974,-3.827
74.48740358,80.08076855,79.52725616,-3.823
74.53485372,80.17122603,79.59727336,-3.717
74.56684896,80.23714968,79.64265068,-3.909
74.61622705,80.31349246,79.7126168,-3.869
74.68267932,80.39906379,79.81393304,-3.651
74.75914699,80.48791641,79.94278817,-3.694
74.7975736,80.53017975,80.06078987,-3.803
74.84290459,80.58145653,80.18662982,-3.977
74.89989495,80.65190871,80.30879229,-3.890
74.96798377,80.7439958,80.41327541,-3.868
75.01337117,80.82768698,80.43757695,-3.976
75.07059768,80.92735934,80.45369964,-3.935
75.14061344,81.03613226,80.48291477,-3.780
75.21832818,81.141636,80.53971582,-3.760
75.2588332,81.1843626,80.61268994,-3.866
75.30626193,81.22416297,80.71806112,-3.825
75.3649156,81.27380214,80.84551355,-3.935
75.43296039,81.34056492,80.9766689,-3.781
75.47569876,81.39814842,81.03892596,-3.695
75.5247019,81.4802542,81.0966896,-3.629
75.57954695,81.58523785,81.16206619,-3.826
75.63523349,81.70257148,81.24257874,-3.933
75.64550497,81.77890863,81.31872877,-3.867
75.66330837,81.85482212,81.4150221,-3.956
75.69910183,81.9312513,81.52765904,-3.761
75.75639158,82.0061174,81.64574132,-3.955
75.80620826,82.03550735,81.70765724,-3.888
75.87632453,82.07698591,81.77395078,-3.868
75.96228929,82.14310949,81.85470144,-4.044
76.05309667,82.2373599,81.95324873,-3.868
76.09587828,82.32930911,82.04331033,-3.543
76.13716839,82.44176645,82.14734908,-3.825
76.18296256,82.56555092,82.25914913,-3.803
76.23511297,82.68590373,82.3674028,-3.737
76.26199559,82.73833563,82.4101815,-3.717
76.30247816,82.78659725,82.45515302,-3.804
76.3602518,82.84476672,82.51823193,-3.890
76.43161871,82.92134472,82.60802187,-3.869
76.47354066,82.9936868,82.70247916,-3.846
76.52519029,83.09032575,82.82317149,-3.935
76.58737784,83.20720289,82.96088274,-3.974
76.65528243,83.33186719,83.09870799,-4.088
76.68842039,83.40413738,83.17051313,-3.716
76.72557888,83.4749565,83.23205326,-3.825
76.77049553,83.54983204,83.29225069,-3.933
76.82236205,83.63006972,83.35670649,-3.737
76.83908751,83.68037061,83.39760484,-3.737
76.87252603,83.74464925,83.45634996,-3.846
76.93088425,83.82831047,83.53815825,-4.153
77.01332033,83.92888049,83.63962688,-3.869
77.08833109,84.00064418,83.7117747,-3.934
77.17321618,84.08734598,83.80080815,-3.955
77.25790614,84.18996742,83.90821239,-3.974
77.32937818,84.30239916,84.02834665,-4.130
77.32639052,84.37812868,84.11649984,-3.889
77.31960367,84.45794838,84.21060105,-4.216
77.32933833,84.54347146,84.31076684,-3.695
77.36892036,84.63138273,84.41221425,-3.999
77.42708242,84.67734572,84.46793909,-4.129
77.51670561,84.73172481,84.52993551,-3.714
77.625858,84.80288962,84.60692154,-3.825
77.73513768,84.89236049,84.70064788,-3.977
77.77341043,84.95902663,84.77237357,-3.931
77.80259903,85.04874759,84.86337376,-4.063
77.83492172,85.16364859,84.97380439,-4.066
77.87885165,85.296821,85.09556168,-3.998
77.91603608,85.40203347,85.178922,-3.954
77.97360999,85.51151395,85.26338403,-3.782
78.04968093,85.62124046,85.34926808,-3.867
78.13441271,85.72379754,85.43307963,-4.130
78.17297962,85.76494972,85.4681415,-4.085
78.21369837,85.80980695,85.51226941,-3.933
78.26170565,85.87406684,85.57785622,-3.738
78.31752584,85.96508063,85.66917297,-3.956
78.34652473,86.05508304,85.75153769,-3.738
78.38895067,86.17025195,85.85973135,-4.087
78.44853591,86.30194342,85.98964061,-4.108
78.5217773,86.43359438,86.12901934,-3.826
78.56616569,86.50046074,86.22014892,-3.870
78.62055963,86.55600811,86.30975314,-3.781
78.68570938,86.60846927,86.40147697,-4.044
78.75674627,86.66355241,86.49519345,-3.998
78.78995434,86.68831204,86.54980872,-3.802
78.82925129,86.73649265,86.61797338,-3.954
78.87964854,86.81880748,86.70862838,-3.911
78.9403643,86.9351449,86.82169587,-4.129
78.97262777,87.04236525,86.91699384,-3.868
79.01791766,87.17325696,87.02840285,-3.997
79.07904676,87.31976599,87.15127074,-4.195
79.15170824,87.46699981,87.2747599,-4.041
79.19294833,87.55355155,87.34057941,-4.128
79.24099195,87.6308957,87.40560433,-4.085
79.29644531,87.70561017,87.47950865,-4.195
79.35465427,87.78032923,87.56613016,-4.041
79.37129136,87.82112688,87.63123219,-4.020
79.39296965,87.87270741,87.7150551,-3.933
79.42619713,87.94121849,87.81839626,-3.977
79.47133923,88.02502947,87.93352846,-3.957
79.49260867,88.07444804,88.00783276,-4.108
79.52785117,88.14317554,88.08635151,-4.021
79.5786938,88.23647601,88.17135356,-4.127
79.64043702,88.35100666,88.26043039,-4.019
79.66618267,88.44372094,88.30689968,-4.215
79.70394302,88.54888735,88.36697492,-3.975
79.75934378,88.66306704,88.45052204,-4.086
79.83127529,88.77780938,88.55872252,-3.911
79.88154266,88.84004331,88.65330626,-4.195
79.94583254,88.90632089,88.76773215,-4.195
80.02288566,88.98797413,88.89711379,-4.214
80.10490171,89.0901594,89.02984684,-4.302
80.14438829,89.17367509,89.10742351,-4.066
80.18333052,89.28733591,89.18400181,-4.391
80.22523364,89.43225306,89.26767222,-4.216
80.26927711,89.59707039,89.36131684,-4.107
80.27550188,89.73092326,89.42666977,-3.954
80.29293614,89.85141847,89.51044007,-4.086
80.32964709,89.94283857,89.61542176,-3.933
80.38590848,89.98854633,89.73400045,-4.282
80.42431395,89.92274641,89.81537397,-4.106
80.47944085,89.82290054,89.89180384,-4.326
80.54899369,89.71470529,89.95557754,-4.214
80.6243371,89.61804785,89.99457205,-4.108
80.65312452,89.52183997,89.95247856,-3.977
80.68501487,89.45611005,89.88564502,-4.042
80.72629149,89.41701394,89.80621459,-4.280
80.77744386,89.38948244,89.72187173,-4.172
80.80612484,89.30389239,89.60084492,-4.107
80.84469894,89.21590282,89.49303446,-4.064
80.89298369,89.13060184,89.40593956,-4.018
80.9454942,89.04931164,89.33708227,-4.019
80.94987797,88.93532589,89.2405392,-4.236
80.96626642,88.83577131,89.15619363,-3.803
81.00632184,88.75708464,89.08311077,-4.150
81.07335217,88.69698345,89.01531516,-3.932
81.1387051,88.61021172,88.89771489,-4.237
81.22337083,88.53707812,88.79442938,-4.000
81.31788905,88.4762135,88.71825882,-4.194
81.4072087,88.42003603,88.67287079,-4.129
81.42789048,88.3170019,88.62764446,-4.302
81.44107373,88.2185893,88.60425259,-4.129
81.45984786,88.1326854,88.59177874,-4.322
81.49229147,88.06175233,88.57343211,-4.131
81.51580789,87.96503186,88.47933779,-4.281
81.56065727,87.89429911,88.37801764,-4.108
81.62476637,87.85549553,88.28515681,-4.302
81.69789561,87.844356,88.21111507,-4.413
81.72290726,87.81346205,88.13284894,-4.108
81.75040322,87.79644824,88.08411201,-4.390
81.78581028,87.78611852,88.06293421,-4.305
81.82956242,87.76949455,88.05775563,-4.281
81.84588342,87.69060967,88.00695787,-4.280
81.875121,87.59921907,87.96157354,-4.213
81.92024096,87.50341576,87.92507974,-4.433
81.97695242,87.408072,87.89613972,-4.456
82.00046469,87.27732955,87.83160334,-4.325
82.03239395,87.16746162,87.7809664,-4.283
82.07482223,87.09013563,87.74972521,-4.171
