dv (ml),p1 (kpa),p2 (kpa),p3(kpa)
6.955555556,-3.647059057,-4.041974421,-3.323346528
6.96,-3.779421768,-3.654623049,-3.519293991
6.964444444,-3.779421768,-3.651196721,-3.456369099
6.968888889,-3.388447103,-3.455051829,-3.522322736
6.973333333,-3.388447103,-3.975826406,-3.390481948
6.977777778,-3.452688605,-3.915667552,-2.998519414
6.982222222,-3.259769622,-4.176712055,-3.456369099
6.986666667,-3.258122214,-3.779616851,-2.999507283
6.991111111,-3.516865413,-3.915667552,-3.196776204
6.995555556,-3.518771991,-3.585245473,-3.520806837
7,-3.847944706,-4.108189117,-3.45347465
7.004444444,-3.647059057,-3.717214452,-3.258906702
7.008888889,-3.584922027,-3.585245473,-3.327298456
7.013333333,-3.647059057,-3.975826406,-3.586759709
7.017777778,-3.580977624,-3.975826406,-3.258906702
7.022222222,-3.64909688,-3.455051829,-3.261409941
7.026666667,-3.779421768,-3.845632762,-3.26015706
7.031111111,-3.259769622,-3.718993369,-3.45347465
7.035555556,-3.518771991,-4.174470597,-3.390481948
7.04,-3.190593259,-3.456564675,-3.781456614
7.044444444,-3.518771991,-4.238514006,-3.390481948
7.048888889,-3.847944706,-3.913689377,-3.261409941
7.053333333,-3.64909688,-4.172233654,-3.389100347
7.057777778,-3.717422455,-3.586889563,-3.715438883
7.062222222,-3.325855699,-3.717214452,-3.454920416
7.066666667,-3.12628448,-3.7851453,-3.26015706
7.071111111,-3.518771991,-3.715439118,-3.457820707
7.075555556,-3.909746657,-3.717214452,-3.323346528
7.08,-3.450849502,-3.585245473,-3.519293991
7.084444444,-3.456377951,-3.588536971,-3.390481948
7.088888889,-3.909746657,-3.717214452,-3.519293991
7.093333333,-3.907446346,-4.108189117,-3.651131725
7.097777778,-3.781595213,-3.913689377,-3.717150319
7.102222222,-3.779421768,-3.651196721,-3.651131725
7.106666667,-3.779421768,-3.64948873,-3.651131725
7.111111111,-3.715312637,-3.84753934,-4.042106391
7.115555556,-3.978466958,-4.108189117,-3.26015706
7.12,-3.258122214,-3.7851453,-3.651131725
7.124444444,-3.580977624,-3.915667552,-3.389100347
7.128888889,-3.779421768,-3.915667552,-3.588342959
7.133333333,-3.715312637,-3.72077588,-3.77968128
7.137777778,-3.907446346,-3.654623049,-3.588342959
7.142222222,-3.845703247,-4.108189117,-3.651131725
7.146666667,-3.520682417,-4.106020051,-3.583602771
7.151111111,-3.518771991,-3.909744973,-3.651131725
7.155555556,-3.647059057,-3.979906164,-3.652779133
7.16,-3.647059057,-4.108189117,-3.847540929
7.164444444,-3.909746657,-3.84753934,-3.651131725
7.168888889,-3.518771991,-4.110362562,-3.457820707
7.173333333,-3.518771991,-3.651196721,-3.583602771
7.177777778,-4.040071545,-3.911715188,-3.389100347
7.182222222,-3.64909688,-3.913689377,-3.520806837
7.186666667,-3.325855699,-3.979906164,-2.999507283
7.191111111,-3.258122214,-3.654623049,-3.327298456
7.195555556,-3.647059057,-3.64948873,-3.586759709
7.2,-3.976093857,-3.909744973,-3.849387462
7.204444444,-3.647059057,-4.041974421,-4.110431966
7.208888889,-3.779421768,-3.977864229,-3.129832171
7.213333333,-3.516865413,-3.913689377,-3.651131725
7.217777778,-3.647059057,-3.7851453,-3.456369099
7.222222222,-3.973725539,-3.977864229,-3.520806837
7.226666667,-4.040071545,-3.977864229,-3.77968128
7.231111111,-4.106484467,-4.106020051,-3.519293991
7.235555556,-3.647059057,-4.044079987,-3.649487635
7.24,-3.978466958,-3.779616851,-3.588342959
7.244444444,-3.651138815,-4.106020051,-3.783235531
7.248888889,-3.713207072,-3.654623049,-4.17243128
7.253333333,-3.651138815,-3.456564675,-3.588342959
7.257777778,-3.841233866,-4.112540397,-3.26015706
7.262222222,-3.91205161,-4.307234307,-3.522322736
7.266666667,-3.64909688,-3.715439118,-4.040068569
7.271111111,-3.64909688,-3.84753934,-3.26015706
7.275555556,-3.909746657,-3.7851453,-3.649487635
7.28,-3.388447103,-3.977864229,-3.651131725
7.284444444,-3.779421768,-4.044079987,-3.651131725
7.288888889,-3.777252701,-3.718993369,-3.457820707
7.293333333,-3.978466958,-4.046189804,-3.849387462
7.297777778,-3.456377951,-4.046189804,-3.977931539
7.302222222,-3.713207072,-3.845632762,-3.909874924
7.306666667,-3.978466958,-3.977864229,-3.194401949
7.311111111,-3.907446346,-4.039873094,-3.77968128
7.315555556,-3.907446346,-4.176712055,-3.522322736
7.32,-3.777252701,-3.654623049,-3.520806837
7.324444444,-4.040071545,-3.586889563,-3.454920416
7.328888889,-3.647059057,-4.108189117,-3.652779133
7.333333333,-4.040071545,-4.307234307,-3.583602771
7.337777778,-3.91205161,-4.238514006,-3.519293991
7.342222222,-3.64909688,-4.108189117,-3.847540929
7.346666667,-3.777252701,-3.977864229,-4.17243128
7.351111111,-4.170396434,-4.176712055,-3.457820707
7.355555556,-3.713207072,-3.975826406,-3.651131725
7.36,-3.653184875,-3.717214452,-3.909874924
7.364444444,-3.779421768,-3.909744973,-3.909874924
7.368888889,-3.388447103,-4.236213695,-3.849387462
7.373333333,-4.10898921,-4.046189804,-3.649487635
7.377777778,-3.909746657,-4.110362562,-3.323346528
7.382222222,-3.64909688,-3.586889563,-3.849387462
7.386666667,-3.582947838,-3.849449766,-3.45347465
7.391111111,-3.456377951,-4.110362562,-3.909874924
7.395555556,-3.580977624,-4.238514006,-3.979909714
7.4,-3.713207072,-4.108189117,-3.77968128
7.404444444,-3.781595213,-4.236213695,-3.849387462
7.408888889,-3.651138815,-4.044079987,-3.588342959
7.413333333,-4.170396434,-4.174470597,-3.519293991
7.417777778,-3.907446346,-4.238514006,-3.519293991
7.422222222,-3.647059057,-4.307234307,-3.651131725
7.426666667,-3.909746657,-4.634893086,-3.588342959
7.431111111,-3.647059057,-4.368838895,-3.588342959
7.435555556,-3.518771991,-3.718993369,-3.390481948
7.44,-3.779421768,-4.044079987,-3.651131725
7.444444444,-4.040071545,-3.977864229,-3.390481948
7.448888889,-3.779421768,-3.84753934,-3.583602771
7.453333333,-3.518771991,-3.979906164,-3.651131725
7.457777778,-3.518771991,-4.435251816,-3.457820707
7.462222222,-3.779421768,-3.84753934,-4.042106391
7.466666667,-3.779421768,-4.368838895,-3.457820707
7.471111111,-3.779421768,-3.717214452,-4.040068569
7.475555556,-3.978466958,-4.174470597,-3.651131725
7.48,-3.777252701,-4.236213695,-3.909874924
7.484444444,-3.717422455,-4.499163783,-4.046194387
7.488888889,-3.651138815,-3.977864229,-3.519293991
7.493333333,-3.779421768,-3.977864229,-3.718865211
7.497777778,-4.170396434,-3.975826406,-3.652779133
7.502222222,-3.388447103,-4.108189117,-3.713730892
7.506666667,-3.777252701,-4.110362562,-3.324661183
7.511111111,-3.586900203,-4.170001215,-3.781456614
7.515555556,-3.978466958,-4.307234307,-4.174604724
7.52,-3.909746657,-4.240818959,-3.456369099
7.524444444,-3.582947838,-4.499163783,-3.718865211
7.528888889,-3.847944706,-4.044079987,-3.973987135
7.533333333,-3.777252701,-4.170001215,-3.973987135
7.537777778,-4.172964405,-4.368838895,-3.849387462
7.542222222,-3.907446346,-3.7851453,-3.973987135
7.546666667,-4.106484467,-4.368838895,-4.17243128
7.551111111,-3.651138815,-3.849449766,-3.583602771
7.555555556,-3.909746657,-4.307234307,-3.781456614
7.56,-3.978466958,-4.368838895,-4.040068569
7.564444444,-3.64909688,-3.779616851,-3.713730892
7.568888889,-4.040071545,-3.781455954,-3.652779133
7.573333333,-3.781595213,-4.108189117,-4.040068569
7.577777778,-3.909746657,-4.170001215,-3.713730892
7.582222222,-3.907446346,-4.108189117,-4.17243128
7.586666667,-4.10898921,-3.977864229,-4.110431966
7.591111111,-4.167833635,-3.977864229,-3.849387462
7.595555556,-3.971361988,-4.371275357,-3.520806837
7.6,-3.64909688,-4.108189117,-3.588342959
7.604444444,-3.584922027,-4.236213695,-3.77968128
7.608888889,-4.367265687,-4.240818959,-3.781456614
7.613333333,-4.040071545,-4.499163783,-3.717150319
7.617777778,-3.779421768,-3.909744973,-4.110431966
7.622222222,-3.518771991,-4.174470597,-3.520806837
7.626666667,-4.234244005,-3.979906164,-3.652779133
7.631111111,-3.717422455,-4.044079987,-3.45347465
7.635555556,-3.91205161,-4.176712055,-4.17243128
7.64,-3.976093857,-4.108189117,-4.238712759
7.644444444,-3.518771991,-4.240818959,-3.718865211
7.648888889,-3.783773048,-4.108189117,-3.718865211
7.653333333,-3.843466305,-3.913689377,-3.586759709
7.657777778,-3.847944706,-4.112540397,-4.17243128
7.662222222,-4.167833635,-3.915667552,-3.911781503
7.666666667,-3.779421768,-3.845632762,-3.781456614
7.671111111,-3.779421768,-4.108189117,-3.973987135
7.675555556,-3.64909688,-4.304861206,-3.77968128
7.68,-4.234244005,-4.307234307,-3.845698116
7.684444444,-3.64909688,-4.176712055,-3.77968128
7.688888889,-3.777252701,-3.909744973,-4.302756168
7.693333333,-4.300721322,-4.108189117,-4.174604724
7.697777778,-3.717422455,-4.366407339,-4.040068569
7.702222222,-4.040071545,-4.106020051,-4.238712759
7.706666667,-4.300721322,-4.371275357,-3.583602771
7.711111111,-4.040071545,-4.371275357,-4.17243128
7.715555556,-3.779421768,-4.108189117,-4.236475817
7.72,-4.170396434,-4.106020051,-3.783235531
7.724444444,-3.909746657,-4.238514006,-3.651131725
7.728888889,-3.779421768,-4.238514006,-3.911781503
7.733333333,-4.040071545,-3.915667552,-3.915606214
7.737777778,-4.044949392,-4.499163783,-3.77968128
7.742222222,-3.909746657,-4.371275357,-3.781456614
7.746666667,-3.64909688,-4.430257458,-4.302756168
7.751111111,-3.907446346,-4.046189804,-4.104115256
7.755555556,-4.431046211,-4.238514006,-3.973987135
7.76,-4.167833635,-4.106020051,-3.651131725
7.764444444,-4.040071545,-4.307234307,-3.911781503
7.768888889,-3.582947838,-4.368838895,-3.781456614
7.773333333,-3.847944706,-4.501731755,-4.236475817
7.777777778,-4.170396434,-4.110362562,-4.302756168
7.782222222,-4.167833635,-4.629488672,-3.845698116
7.786666667,-4.431046211,-4.172233654,-4.302756168
7.791111111,-3.978466958,-4.176712055,-4.042106391
7.795555556,-4.370033713,-4.629488672,-4.17243128
7.8,-4.040071545,-4.499163783,-4.108322149
7.804444444,-3.909746657,-4.629488672,-3.781456614
7.808888889,-3.779421768,-4.170001215,-3.911781503
7.813333333,-4.040071545,-4.307234307,-3.911781503
7.817777778,-4.300721322,-3.84753934,-3.649487635
7.822222222,-4.431046211,-4.307234307,-4.108322149
7.826666667,-4.170396434,-4.368838895,-3.77968128
7.831111111,-4.239511461,-4.496600984,-4.240954218
7.835555556,-4.361746352,-4.108189117,-4.17243128
7.84,-4.367265687,-4.044079987,-3.911781503
7.844444444,-3.779421768,-4.371275357,-3.781456614
7.848888889,-4.170396434,-4.236213695,-3.718865211
7.853333333,-4.170396434,-4.496600984,-4.17243128
7.857777778,-4.040071545,-4.435251816,-4.040068569
7.862222222,-4.300721322,-4.368838895,-3.651131725
7.866666667,-3.978466958,-4.172233654,-4.040068569
7.871111111,-4.167833635,-4.236213695,-3.651131725
7.875555556,-3.779421768,-4.496600984,-3.77968128
7.88,-4.167833635,-4.368838895,-4.17243128
7.884444444,-3.64909688,-4.108189117,-3.652779133
7.888888889,-4.170396434,-4.629488672,-3.651131725
7.893333333,-3.971361988,-4.108189117,-3.717150319
7.897777778,-3.777252701,-4.75981356,-4.174604724
7.902222222,-3.781595213,-4.176712055,-4.042106391
7.906666667,-4.170396434,-4.368838895,-4.044148326
7.911111111,-4.367265687,-4.368838895,-3.651131725
7.915555556,-4.170396434,-4.236213695,-4.499493979
7.92,-4.040071545,-4.565642426,-3.781456614
7.924444444,-4.431046211,-4.300129337,-4.234243378
7.928888889,-3.978466958,-4.632188152,-3.783235531
7.933333333,-4.040071545,-4.629488672,-4.17243128
7.937777778,-3.64909688,-4.240818959,-4.433081057
7.942222222,-4.042508008,-4.626794628,-4.236475817
7.946666667,-4.10898921,-4.829323314,-4.300455857
7.951111111,-3.91205161,-4.368838895,-4.042106391
7.955555556,-4.170396434,-4.568278811,-4.430649502
7.96,-4.433877201,-4.568278811,-3.911781503
7.964444444,-4.298027279,-4.632188152,-3.911781503
7.968888889,-4.03763999,-4.368838895,-4.433081057
7.973333333,-4.101490109,-4.496600984,-4.042106391
7.977777778,-4.631078217,-4.496600984,-4.17243128
7.982222222,-4.300721322,-4.829323314,-4.238712759
7.986666667,-4.10898921,-4.432752121,-4.433081057
7.991111111,-4.500555965,-4.499163783,-3.849387462
7.995555556,-3.779421768,-4.300129337,-4.433081057
