dv (ml),p1 (kpa),p2 (kpa),p3(kpa)
2.324444444,-1.694154392,-1.957833776,-1.761550382
2.328888889,-1.368799561,-1.632016235,-1.044633954
2.333333333,-1.303573458,-2.283640678,-1.630509183
2.337777778,-1.563898663,-1.631691007,-1.565933508
2.342222222,-1.368021923,-1.827695031,-1.565933508
2.346666667,-1.563898663,-1.696789273,-1.241296587
2.351111111,-1.694154392,-1.632016235,-1.044633954
2.355555556,-1.563960747,-1.892603802,-1.69658297
2.36,-1.498927682,-1.371366458,-1.630509183
2.364444444,-1.954873328,-1.632016235,-1.566389326
2.368888889,-1.368021923,-1.502147163,-1.43560862
2.373333333,-1.303573458,-1.892666012,-1.174958843
2.377777778,-1.498800104,-1.892603802,-1.630509183
2.382222222,-1.759453488,-1.957826687,-1.565933508
2.386666667,-1.694292851,-1.566658398,-1.696258397
2.391111111,-1.368021923,-1.631691007,-1.174958843
2.395555556,-1.36854087,-2.087951274,-0.914309066
2.4,-1.433573774,-1.892728096,-1.044633954
2.404444444,-1.69436229,-2.153717811,-1.36946468
2.408888889,-1.759588679,-2.153516597,-1.305283731
2.413333333,-1.498544175,-1.696789273,-1.501031915
2.417777778,-1.694292851,-1.762534452,-1.305283731
2.422222222,-1.694154392,-2.153315789,-1.238942428
2.426666667,-1.82454844,-2.0229909,-1.305283731
2.431111111,-1.498800104,-1.632016235,-1.241296587
2.435555556,-1.498800104,-1.501691346,-0.914309066
2.44,-1.498800104,-2.088356028,-1.434430939
2.444444444,-1.302923658,-2.153315789,-1.304563976
2.448888889,-1.694292851,-1.696789273,-1.306002037
2.453333333,-1.433573774,-2.0229909,-1.631680951
2.457777778,-1.563898663,-1.762534452,-1.305283731
2.462222222,-1.172923997,-1.696789273,-1.110254215
2.466666667,-1.368021923,-1.892666012,-1.111168465
2.471111111,-1.172923997,-1.501691346,-1.826583286
2.475555556,-1.563836453,-1.632340808,-1.370772682
2.48,-1.694154392,-1.566658398,-1.43560862
2.484444444,-1.498927682,-1.501691346,-1.761031435
2.488888889,-1.302923658,-1.827311524,-1.696258397
2.493333333,-1.694223551,-2.0229909,-1.696258397
2.497777778,-1.563960747,-1.501691346,-1.175808392
2.502222222,-1.563960747,-1.632340808,-1.174958843
2.506666667,-1.433380055,-2.0230602,-1.43560862
2.511111111,-1.694223551,-1.69756691,-1.174958843
2.515555556,-1.302923658,-1.566658398,-1.238942428
2.52,-1.629066427,-1.696789273,-1.371424708
2.524444444,-1.498800104,-2.153315789,-1.89168178
2.528888889,-2.085198217,-1.697049008,-1.174958843
2.533333333,-1.563836453,-2.0229909,-1.631291149
2.537777778,-1.89011093,-2.413965566,-1.174107579
2.542222222,-1.759588679,-1.762341123,-1.305283731
2.546666667,-1.433573774,-2.0229909,-1.565933508
2.551111111,-1.824348036,-1.501691346,-1.76129117
2.555555556,-2.085198217,-1.631691007,-1.826583286
2.56,-1.759183925,-2.0230602,-1.174958843
2.564444444,-1.889577804,-1.567438788,-1.238942428
2.568888889,-1.759453488,-1.631691007,-1.501552829
2.573333333,-1.302923658,-1.501234609,-1.36946468
2.577777778,-1.954873328,-2.088356028,-1.826583286
2.582222222,-1.433767103,-1.632016235,-1.956908174
2.586666667,-1.694223551,-2.0230602,-1.43560862
2.591111111,-1.824348036,-1.892666012,-1.43560862
2.595555556,-1.629066427,-1.632016235,-1.23972873
2.6,-1.629055803,-2.022921741,-1.238942428
2.604444444,-1.694223551,-1.501691346,-1.371424708
2.608888889,-1.694223551,-1.957830228,-1.631291149
2.613333333,-1.89011093,-1.69756691,-1.826583286
2.617777778,-1.302923658,-1.957833776,-1.565933508
2.622222222,-2.215523106,-2.087951274,-1.695933169
2.626666667,-1.238281637,-2.153315789,-1.305283731
2.631111111,-1.694223551,-2.153115385,-1.565933508
2.635555556,-1.368281659,-2.0230602,-1.174958843
2.64,-1.433767103,-1.892728096,-1.630509183
2.644444444,-1.694223551,-2.022921741,-1.566389326
2.648888889,-1.82454844,-2.0229909,-1.826583286
2.653333333,-1.433380055,-2.28330903,-1.76129117
2.657777778,-1.498800104,-1.501691346,-1.826583286
2.662222222,-1.824348036,-1.307182546,-1.565933508
2.666666667,-1.563898663,-2.153315789,-1.371424708
2.671111111,-1.433573774,-1.957823152,-1.499986931
2.675555556,-1.433573774,-1.69756691,-1.305283731
2.68,-1.563898663,-1.827567453,-1.565933508
2.684444444,-1.82454844,-1.631691007,-1.565933508
2.688888889,-1.042599108,-2.022921741,-1.501552829
2.693333333,-1.563898663,-1.892666012,-1.631680951
2.697777778,-1.759588679,-1.632016235,-1.305283731
2.702222222,-1.82454844,-1.892728096,-1.566389326
2.706666667,-1.368021923,-1.501691346,-1.238942428
2.711111111,-1.433573774,-2.283640678,-1.696258397
2.715555556,-1.955538635,-2.088356028,-1.304563976
2.72,-1.04318617,-2.022921741,-1.761550382
2.724444444,-1.172923997,-2.088356028,-1.174958843
2.728888889,-1.694223551,-1.696789273,-1.306002037
2.733333333,-1.694292851,-1.892666012,-1.43560862
2.737777778,-1.563898663,-1.631691007,-1.63090056
2.742222222,-1.563898663,-1.501691346,-1.371424708
2.746666667,-2.085198217,-1.892728096,-1.501031915
2.751111111,-1.694154392,-2.0229909,-1.501031915
2.755555556,-1.172923997,-2.413965566,-1.566389326
2.76,-1.172923997,-1.892728096,-1.565933508
2.764444444,-1.368799561,-2.0229909,-1.175808392
2.768888889,-1.172923997,-2.153315789,-1.761031435
2.773333333,-1.563898663,-2.218878279,-1.305283731
2.777777778,-1.954873328,-1.892728096,-1.956970259
2.782222222,-1.563898663,-2.283640678,-1.826389567
2.786666667,-1.694292851,-2.022921741,-1.565476771
2.791111111,-1.824749248,-1.957833776,-1.761809072
2.795555556,-1.82454844,-1.892728096,-1.761809072
2.8,-1.563898663,-1.892603802,-1.826776614
2.804444444,-1.172923997,-1.632016235,-1.23972873
2.808888889,-1.563898663,-1.567438788,-1.565933508
2.813333333,-1.563960747,-1.892790056,-1.174958843
2.817777778,-1.433767103,-1.892666012,-1.695933169
2.822222222,-1.433767103,-1.370778212,-1.826389567
2.826666667,-1.759453488,-1.567438788,-1.435020374
2.831111111,-1.563960747,-1.762534452,-1.304563976
2.835555556,-1.954873328,-1.827311524,-1.826389567
2.84,-1.759588679,-1.762341123,-1.305283731
2.844444444,-1.368021923,-1.892666012,-1.501552829
2.848888889,-1.89011093,-1.827439618,-1.761031435
2.853333333,-1.368281659,-2.283640678,-1.63090056
2.857777778,-1.89011093,-2.0229909,-1.045614748
2.862222222,-1.498800104,-1.892728096,-1.696258397
2.866666667,-1.694223551,-1.762341123,-1.371424708
2.871111111,-2.216118441,-1.892666012,-1.69658297
2.875555556,-1.433380055,-2.153315789,-1.891553686
2.88,-1.82454844,-1.892666012,-1.826776614
2.884444444,-1.824348036,-1.69756691,-1.565476771
2.888888889,-1.563898663,-2.0229909,-1.69658297
2.893333333,-1.82454844,-1.827567453,-1.436195681
2.897777778,-1.563898663,-1.892728096,-1.695933169
2.902222222,-2.085198217,-1.827311524,-1.565933508
2.906666667,-2.085198217,-1.501691346,-1.696258397
2.911111111,-1.694154392,-2.088220838,-1.174958843
2.915555556,-1.954873328,-1.827567453,-1.63090056
2.92,-1.563898663,-1.892666012,-1.826776614
2.924444444,-1.759453488,-1.501691346,-1.631680951
2.928888889,-1.563774117,-1.696789273,-1.69658297
2.933333333,-1.563960747,-2.283640678,-1.435020374
2.937777778,-1.759588679,-1.632016235,-1.891553686
2.942222222,-1.433573774,-2.023129639,-1.695933169
2.946666667,-1.82454844,-1.892666012,-1.956970259
2.951111111,-1.82454844,-2.283640678,-2.283120442
2.955555556,-1.368799561,-2.284305984,-1.696258397
2.96,-1.694223551,-2.413965566,-1.435020374
2.964444444,-1.302923658,-2.088356028,-1.435020374
2.968888889,-1.303248886,-2.283640678,-1.435020374
2.973333333,-1.433767103,-2.087951274,-1.435020374
2.977777778,-1.694154392,-2.088220838,-1.499986931
2.982222222,-1.433573774,-1.957826687,-1.499986931
2.986666667,-1.368021923,-1.762147405,-1.501031915
2.991111111,-1.563898663,-1.827695031,-1.630509183
2.995555556,-1.302923658,-2.088220838,-1.436195681
3,-1.563898663,-2.088356028,-1.305283731
3.004444444,-1.433767103,-2.218611448,-1.370772682
3.008888889,-1.563898663,-2.283640678,-1.566389326
3.013333333,-1.954873328,-2.087951274,-1.565933508
3.017777778,-1.82454844,-2.283640678,-1.956783629
3.022222222,-1.694223551,-2.413965566,-1.565933508
3.026666667,-1.498927682,-2.0229909,-1.891553686
3.031111111,-1.172923997,-1.762534452,-1.761031435
3.035555556,-1.563836453,-2.153315789,-1.565476771
3.04,-1.629055803,-2.283640678,-1.50050995
3.044444444,-1.694223551,-1.827439618,-1.956908174
3.048888889,-1.563898663,-2.153315789,-1.891553686
3.053333333,-1.694223551,-2.218878279,-1.435020374
3.057777778,-1.759183925,-2.087951274,-1.826389567
3.062222222,-1.82454844,-1.762534452,-1.696258397
3.066666667,-1.82454844,-2.0229909,-1.696258397
3.071111111,-1.694223551,-2.348207517,-1.696258397
3.075555556,-1.563836453,-2.218079395,-1.696258397
3.08,-1.82454844,-1.892666012,-1.499986931
3.084444444,-1.95454168,-2.088356028,-1.43560862
3.088888889,-1.172923997,-2.413965566,-1.956970259
3.093333333,-1.759453488,-1.892603802,-1.37011934
3.097777778,-1.433767103,-2.283640678,-1.891553686
3.102222222,-1.694223551,-2.349400531,-1.826583286
3.106666667,-2.085198217,-1.762147405,-2.087233063
3.111111111,-1.824749248,-2.218878279,-1.696258397
3.115555556,-1.694223551,-2.0229909,-1.696258397
3.12,-1.433573774,-2.153315789,-2.087302362
3.124444444,-1.82454844,-2.153516597,-1.956908174
3.128888889,-1.694223551,-1.957823152,-1.891937193
3.133333333,-1.629055803,-2.0229909,-1.891553686
3.137777778,-1.433573774,-1.632016235,-1.565933508
3.142222222,-1.759588679,-2.088356028,-1.696258397
3.146666667,-2.281015928,-2.414429393,-1.501552829
3.151111111,-1.954873328,-2.218345153,-1.826583286
3.155555556,-2.020234708,-2.283972995,-1.956908174
3.16,-1.759183925,-2.283972995,-1.696258397
3.164444444,-1.824348036,-2.28330903,-2.087233063
3.168888889,-1.563898663,-1.827695031,-1.826583286
3.173333333,-1.82454844,-2.022921741,-1.826583286
3.177777778,-1.629066427,-1.892603802,-2.152463
3.182222222,-2.084735325,-2.153315789,-1.956970259
3.186666667,-1.954873328,-2.218079395,-1.891553686
3.191111111,-2.085198217,-2.218079395,-1.696258397
3.195555556,-2.019440167,-2.022921741,-1.371424708
3.2,-2.085198217,-1.957833776,-1.436195681
3.204444444,-2.019440167,-2.088356028,-1.956908174
3.208888889,-1.95454168,-2.088356028,-1.89168178
3.213333333,-1.889312046,-2.413965566,-1.566389326
3.217777778,-1.889312046,-2.218611448,-1.696258397
3.222222222,-1.629055803,-1.957830228,-1.43560862
3.226666667,-1.824749248,-2.088356028,-1.891937193
3.231111111,-1.82454844,-2.413502674,-1.695933169
3.235555556,-1.82454844,-2.153315789,-1.565933508
3.24,-1.955205646,-2.0229909,-1.696258397
3.244444444,-2.020633182,-2.218611448,-1.435020374
3.248888889,-1.694223551,-2.28330903,-1.696258397
3.253333333,-1.694154392,-2.28330903,-1.696258397
3.257777778,-1.824348036,-1.892728096,-1.501552829
3.262222222,-1.694223551,-2.153315789,-2.087233063
3.266666667,-2.215523106,-2.54488579,-1.826583286
3.271111111,-1.824749248,-2.153315789,-1.370772682
3.275555556,-1.954873328,-1.827439618,-1.826583286
3.28,-1.563836453,-2.153115385,-1.761031435
3.284444444,-1.694223551,-2.413965566,-1.696258397
3.288888889,-1.95454168,-2.087951274,-1.696258397
3.293333333,-1.954873328,-2.283640678,-1.826583286
3.297777778,-2.149568289,-2.022921741,-1.76129117
3.302222222,-1.95454168,-1.892603802,-1.696258397
3.306666667,-2.020234708,-1.892666012,-1.696258397
3.311111111,-1.433573774,-1.632016235,-1.826195457
3.315555556,-1.694292851,-2.479922783,-2.022075938
3.32,-1.824348036,-2.413965566,-2.087163903
3.324444444,-1.694223551,-2.153315789,-1.630509183
3.328888889,-1.694292851,-2.0230602,-1.826776614
3.333333333,-1.563898663,-2.349002057,-1.305283731
3.337777778,-1.694154392,-2.413965566,-1.436195681
3.342222222,-1.824348036,-2.413965566,-1.956845964
3.346666667,-1.759588679,-2.022921741,-1.695933169
3.351111111,-2.476172883,-2.218878279,-1.696258397
3.355555556,-1.89011093,-2.479922783,-1.696258397
3.36,-1.694223551,-1.957833776,-1.436195681
3.364444444,-2.345847994,-2.349400531,-1.956970259
3.368888889,-1.954873328,-2.283640678,-1.891809615
3.373333333,-1.824749248,-1.827567453,-1.89168178
3.377777778,-1.954873328,-2.47886362,-1.956845964
3.382222222,-1.824348036,-2.544290455,-2.022065315
3.386666667,-2.215523106,-2.153315789,-1.43560862
3.391111111,-1.694292851,-2.349400531,-1.696258397
3.395555556,-1.954873328,-2.153315789,-1.565476771
3.4,-1.954873328,-2.088220838,-1.826389567
3.404444444,-2.085198217,-2.088356028,-1.370772682
3.408888889,-2.281677685,-2.283640678,-1.826583286
3.413333333,-2.019837038,-1.892728096,-1.696258397
3.417777778,-1.955205646,-1.957830228,-2.087233063
3.422222222,-2.084735325,-2.413502674,-1.371424708
3.426666667,-1.824348036,-2.544290455,-1.696258397
3.431111111,-2.020234708,-2.218079395,-1.305283731
3.435555556,-1.89011093,-1.957833776,-2.087233063
3.44,-2.345847994,-1.892666012,-1.89168178
3.444444444,-2.085198217,-2.088356028,-1.43560862
3.448888889,-2.216118441,-2.087951274,-1.695933169
3.453333333,-2.214928969,-2.544290455,-2.087233063
3.457777778,-2.151155434,-1.957830228,-1.761031435
3.462222222,-1.694292851,-1.957833776,-1.371424708
3.466666667,-1.954873328,-2.28330903,-1.891553686
3.471111111,-2.084735325,-2.088356028,-2.022068849
3.475555556,-1.954873328,-2.153115385,-1.891553686
3.48,-1.889577804,-2.0229909,-1.957032218
3.484444444,-2.085198217,-2.283640678,-1.891553686
3.488888889,-1.889844098,-2.153516597,-1.696258397
3.493333333,-1.955205646,-2.088356028,-1.826583286
3.497777778,-1.824749248,-2.0230602,-1.761809072
3.502222222,-2.345847994,-2.153315789,-1.891809615
3.506666667,-1.954873328,-2.153516597,-1.69658297
3.511111111,-2.216118441,-2.283640678,-1.761809072
3.515555556,-2.476172883,-2.153115385,-1.696258397
3.52,-2.216118441,-2.153315789,-2.087233063
3.524444444,-1.498927682,-1.892666012,-1.891937193
3.528888889,-1.694292851,-2.413502674,-2.087233063
3.533333333,-2.084735325,-2.0229909,-1.565476771
3.537777778,-2.215523106,-2.348207517,-1.891553686
3.542222222,-1.954873328,-2.414429393,-1.761031435
3.546666667,-2.019837038,-2.283640678,-1.956970259
3.551111111,-2.215523106,-2.153115385,-1.631291149
3.555555556,-1.82454844,-2.153115385,-1.761809072
3.56,-2.281677685,-2.544290455,-1.566389326
3.564444444,-1.824749248,-2.0230602,-1.499986931
3.568888889,-2.215523106,-2.218878279,-1.631680951
3.573333333,-1.694223551,-2.413502674,-1.696258397
3.577777778,-1.889577804,-1.892666012,-2.087163903
3.582222222,-1.563898663,-2.153717811,-1.956908174
3.586666667,-1.954873328,-2.806658673,-2.087302362
3.591111111,-2.281015928,-2.088220838,-2.022075938
3.595555556,-1.889312046,-2.544290455,-1.826583286
3.6,-2.020633182,-2.608463759,-1.956970259
3.604444444,-1.95454168,-2.413965566,-2.282587316
3.608888889,-1.89011093,-2.479392667,-2.087302362
3.613333333,-1.95454168,-2.153516597,-2.022068849
3.617777778,-2.085198217,-2.413965566,-1.565933508
3.622222222,-1.82454844,-2.153315789,-1.826776614
3.626666667,-1.694223551,-2.0230602,-2.217557951
3.631111111,-2.214928969,-2.283640678,-1.696258397
3.635555556,-2.084735325,-2.544290455,-2.217357547
3.64,-2.019837038,-2.153115385,-2.087233063
3.644444444,-2.215523106,-2.348207517,-2.217357547
3.648888889,-1.95454168,-2.283640678,-2.022075938
3.653333333,-1.95454168,-2.153115385,-2.217557951
3.657777778,-1.82454844,-2.413502674,-2.478207728
3.662222222,-2.085198217,-2.413965566,-1.956970259
3.666666667,-2.215523106,-1.957826687,-2.152463
3.671111111,-2.281677685,-2.0229909,-1.43560862
3.675555556,-1.824348036,-2.283640678,-1.565933508
3.68,-2.345847994,-2.479922783,-1.69658297
3.684444444,-1.89011093,-2.283640678,-1.696258397
3.688888889,-2.412199937,-2.283640678,-2.087163903
3.693333333,-1.694223551,-2.544290455,-1.43560862
3.697777778,-2.215523106,-2.739382087,-1.891937193
3.702222222,-1.694223551,-2.479922783,-1.565933508
3.706666667,-2.085198217,-2.218878279,-1.826776614
3.711111111,-2.215523106,-2.218878279,-1.76129117
3.715555556,-2.084735325,-2.740967286,-1.696258397
3.72,-2.085662043,-2.413502674,-1.956970259
3.724444444,-2.410614738,-2.0229909,-1.956970259
3.728888889,-2.085198217,-2.218878279,-2.022065315
3.733333333,-2.086126807,-2.218878279,-2.087233063
3.737777778,-1.82454844,-2.413502674,-1.89168178
3.742222222,-1.954873328,-2.544290455,-1.631680951
3.746666667,-2.085198217,-2.153315789,-1.956845964
3.751111111,-2.345847994,-2.087951274,-1.956908174
3.755555556,-2.345122613,-2.153516597,-2.217557951
3.76,-1.629055803,-2.674615343,-1.826583286
3.764444444,-1.955205646,-2.54488579,-1.826389567
3.768888889,-2.411406538,-2.283972995,-2.087163903
3.773333333,-1.954873328,-2.544290455,-1.826776614
3.777777778,-1.89011093,-2.348604387,-2.34788284
3.782222222,-2.476172883,-2.414429393,-1.956845964
3.786666667,-1.82454844,-2.740967286,-2.347551192
3.791111111,-2.27969641,-2.0229909,-2.022068849
3.795555556,-1.89011093,-2.413965566,-2.608532617
3.8,-1.954873328,-2.610445035,-1.891553686
3.804444444,-2.085198217,-2.47886362,-1.826776614
3.808888889,-2.149568289,-2.348604387,-1.956970259
3.813333333,-2.085198217,-2.348207517,-2.21775876
3.817777778,-2.606497771,-2.543696318,-2.087233063
3.822222222,-1.889312046,-2.349400531,-2.15259819
3.826666667,-2.085198217,-2.413502674,-1.891809615
3.831111111,-2.150096271,-2.0229909,-1.565933508
3.835555556,-1.955205646,-2.413965566,-1.891809615
3.84,-1.95454168,-2.479392667,-1.826583286
3.844444444,-2.476172883,-2.283640678,-2.217557951
3.848888889,-2.345122613,-2.218079395,-2.478207728
3.853333333,-1.89011093,-2.413502674,-2.21775876
3.857777778,-1.82454844,-2.543696318,-1.956908174
3.862222222,-1.889577804,-2.413502674,-1.956908174
3.866666667,-1.95454168,-1.892666012,-2.217357547
3.871111111,-2.019837038,-2.0229909,-1.826776614
3.875555556,-2.412199937,-2.283972995,-1.826583286
3.88,-2.020633182,-2.0229909,-2.152193436
3.884444444,-2.085662043,-2.479922783,-2.283120442
3.888888889,-1.824749248,-2.28330903,-1.63090056
3.893333333,-2.150625318,-2.47886362,-2.34788284
3.897777778,-2.412199937,-1.957823152,-2.087233063
3.902222222,-1.759453488,-2.413965566,-1.695933169
3.906666667,-1.955205646,-2.28330903,-2.087302362
3.911111111,-2.216118441,-2.0229909,-1.956908174
3.915555556,-1.694223551,-2.544290455,-2.217557951
3.92,-2.085198217,-2.54488579,-1.565933508
3.924444444,-1.82454844,-2.283640678,-1.826776614
3.928888889,-1.95454168,-1.892666012,-1.565476771
3.933333333,-2.345847994,-2.544290455,-1.956908174
3.937777778,-2.215523106,-2.543696318,-2.217357547
3.942222222,-2.150096271,-2.413965566,-2.477744836
3.946666667,-2.215523106,-2.610445035,-1.826583286
3.951111111,-2.150625318,-2.0229909,-2.087233063
3.955555556,-2.084735325,-2.413502674,-1.696258397
3.96,-2.216118441,-2.414429393,-2.02207239
3.964444444,-2.084735325,-2.413502674,-2.087233063
3.968888889,-2.150625318,-2.153516597,-2.412449679
3.973333333,-2.346574839,-2.544290455,-2.21775876
3.977777778,-2.019837038,-2.28330903,-2.152193436
3.982222222,-2.346574839,-2.413965566,-2.087163903
3.986666667,-2.084735325,-2.804940232,-1.826583286
3.991111111,-2.085198217,-2.413965566,-1.956908174
3.995555556,-2.215523106,-2.349002057,-2.217357547
4,-2.019837038,-2.348207517,-2.41324422
4.004444444,-1.82454844,-2.348207517,-2.152193436
4.008888889,-2.149568289,-2.610445035,-1.63090056
4.013333333,-1.824348036,-2.54488579,-1.956908174
4.017777778,-1.824749248,-2.087951274,-2.087233063
4.022222222,-2.084735325,-2.610445035,-2.54363483
4.026666667,-1.955205646,-2.283640678,-1.826583286
4.031111111,-1.82454844,-2.609122854,-2.152463
4.035555556,-1.82454844,-2.479922783,-2.347551192
4.04,-2.345847994,-2.413965566,-2.41324422
4.044444444,-2.345847994,-2.479922783,-1.956908174
4.048888889,-2.27969641,-2.153115385,-2.609724491
4.053333333,-2.151155434,-2.348207517,-2.347551192
4.057777778,-2.085198217,-2.413965566,-2.543105782
4.062222222,-2.215523106,-2.153516597,-1.826776614
4.066666667,-2.345847994,-2.0229909,-2.15259819
4.071111111,-1.954873328,-2.218878279,-2.413642693
4.075555556,-2.214928969,-2.543696318,-1.891937193
4.08,-1.889844098,-2.479922783,-2.217557951
4.084444444,-2.215523106,-2.414429393,-2.217357547
4.088888889,-2.215523106,-2.609783277,-1.826583286
4.093333333,-2.345847994,-2.479392667,-2.347551192
4.097777778,-2.215523106,-2.47886362,-2.087233063
4.102222222,-1.89011093,-2.349400531,-1.956970259
4.106666667,-2.019440167,-2.675342188,-2.347551192
4.111111111,-2.214928969,-2.675342188,-2.478207728
4.115555556,-2.084735325,-2.54488579,-2.282321557
4.12,-1.954873328,-2.0229909,-1.69658297
4.124444444,-2.150096271,-2.544290455,-2.347551192
4.128888889,-1.82454844,-2.153315789,-1.826776614
4.133333333,-1.954873328,-2.413965566,-1.826776614
4.137777778,-2.085198217,-2.675342188,-2.217557951
4.142222222,-1.9542107,-2.543696318,-2.087233063
4.146666667,-2.345847994,-2.413965566,-2.478207728
4.151111111,-2.281677685,-2.413965566,-1.956908174
4.155555556,-2.085198217,-2.348207517,-2.412846549
4.16,-2.281015928,-2.283972995,-2.217557951
4.164444444,-2.215523106,-2.609122854,-1.956908174
4.168888889,-1.95454168,-2.08808592,-2.413642693
4.173333333,-1.82454844,-2.674615343,-2.34788284
4.177777778,-2.215523106,-2.283972995,-1.891809615
4.182222222,-2.345847994,-2.153516597,-2.087233063
4.186666667,-1.955205646,-2.544290455,-2.02207239
4.191111111,-2.214928969,-2.479922783,-2.087233063
4.195555556,-2.084735325,-2.413965566,-2.087163903
4.2,-2.085198217,-2.087951274,-2.217557951
4.204444444,-2.085198217,-2.673889963,-2.608532617
4.208888889,-2.085198217,-2.610445035,-2.152193436
4.213333333,-1.82454844,-2.218878279,-2.477744836
4.217777778,-1.954873328,-2.675342188,-2.412846549
4.222222222,-2.215523106,-2.544290455,-2.478207728
4.226666667,-1.563898663,-2.610445035,-2.478207728
4.231111111,-2.084735325,-2.478335638,-2.087233063
4.235555556,-2.149568289,-2.218878279,-2.34788284
4.24,-1.824749248,-2.218079395,-2.217357547
4.244444444,-2.281677685,-2.609783277,-2.412449679
4.248888889,-2.477031236,-2.218345153,-1.891809615
4.253333333,-2.281677685,-2.283640678,-2.34788284
4.257777778,-2.085198217,-2.349400531,-2.674687197
4.262222222,-1.694223551,-2.153516597,-2.608532617
4.266666667,-2.019837038,-2.610445035,-2.087233063
4.271111111,-1.694223551,-2.153115385,-2.217357547
4.275555556,-2.084735325,-2.349400531,-2.54363483
4.28,-2.019440167,-2.674615343,-2.282321557
4.284444444,-1.759453488,-2.283640678,-2.478207728
4.288888889,-2.085198217,-2.088220838,-2.28285361
4.293333333,-1.694223551,-2.610445035,-1.956970259
4.297777778,-2.084735325,-2.544290455,-1.956845964
4.302222222,-2.345847994,-2.348207517,-2.022065315
4.306666667,-2.215523106,-2.283640678,-2.087233063
4.311111111,-2.150625318,-2.413502674,-1.761031435
4.315555556,-1.955205646,-2.740173887,-1.956970259
4.32,-2.476172883,-2.413965566,-2.478207728
4.324444444,-2.020633182,-2.673889963,-2.477744836
4.328888889,-2.476172883,-2.284305984,-2.217557951
4.333333333,-2.606497771,-2.349400531,-2.608532617
4.337777778,-2.345847994,-2.609122854,-2.217357547
4.342222222,-2.346574839,-2.479922783,-2.217557951
4.346666667,-2.085662043,-2.413965566,-2.282321557
4.351111111,-2.346574839,-2.413965566,-1.956908174
4.355555556,-2.216714979,-2.348207517,-2.217357547
4.36,-2.215523106,-2.413965566,-2.413642693
4.364444444,-2.150625318,-2.804940232,-2.217557951
4.368888889,-1.954873328,-2.413502674,-2.478207728
4.373333333,-2.215523106,-2.478335638,-2.412846549
4.377777778,-2.345847994,-2.673889963,-2.413642693
4.382222222,-2.281677685,-2.675342188,-2.217557951
4.386666667,-2.412199937,-2.413965566,-2.022068849
4.391111111,-2.345847994,-2.610445035,-2.28285361
4.395555556,-1.954873328,-2.153315789,-2.022068849
4.4,-2.411406538,-2.479392667,-2.34788284
4.404444444,-2.410614738,-2.740967286,-2.34788284
4.408888889,-1.954873328,-2.413965566,-1.956845964
4.413333333,-2.345847994,-2.610445035,-2.543105782
4.417777778,-2.73682266,-2.675342188,-2.347551192
4.422222222,-2.215523106,-2.413965566,-2.34788284
4.426666667,-2.671133205,-2.740173887,-2.477744836
4.431111111,-2.346574839,-2.28330903,-1.956970259
4.435555556,-2.409824531,-2.674615343,-2.217557951
4.44,-2.084735325,-2.283972995,-2.608532617
4.444444444,-2.215523106,-2.218611448,-2.15259819
4.448888889,-2.085198217,-2.544290455,-2.608532617
4.453333333,-2.151155434,-2.608463759,-2.15259819
4.457777778,-2.019440167,-2.413502674,-2.152193436
4.462222222,-2.085662043,-2.608463759,-2.544164945
4.466666667,-2.412199937,-2.543696318,-2.34788284
4.471111111,-2.346574839,-2.478335638,-2.348215157
4.475555556,-2.215523106,-2.544290455,-2.087163903
4.48,-2.281677685,-2.675342188,-2.412449679
4.484444444,-2.085662043,-2.544290455,-2.348215157
4.488888889,-2.215523106,-2.675342188,-2.347551192
4.493333333,-2.085198217,-2.544290455,-2.608532617
4.497777778,-2.542722189,-2.739382087,-2.087233063
4.502222222,-2.281677685,-2.348207517,-2.347551192
4.506666667,-2.085662043,-2.218079395,-2.478207728
4.511111111,-2.606497771,-2.544290455,-2.608532617
4.515555556,-2.216118441,-2.544290455,-2.217357547
4.52,-2.215523106,-2.283972995,-2.54363483
4.524444444,-2.215523106,-2.93526512,-2.478207728
4.528888889,-2.607487634,-2.544290455,-2.087233063
4.533333333,-2.281677685,-3.065590009,-2.60793848
4.537777778,-2.475316258,-2.544290455,-2.60793848
4.542222222,-2.345122613,-2.804940232,-2.478207728
4.546666667,-2.412199937,-2.153315789,-2.608532617
4.551111111,-2.412199937,-2.413502674,-1.956908174
4.555555556,-2.215523106,-2.54488579,-2.348215157
4.56,-2.149568289,-2.93526512,-2.34788284
4.564444444,-2.215523106,-2.283640678,-2.217357547
4.568888889,-2.476172883,-2.870564497,-2.34788284
4.573333333,-2.409824531,-2.283972995,-1.826583286
4.577777778,-2.149568289,-2.544290455,-2.348215157
4.582222222,-2.280355504,-2.608463759,-1.826583286
4.586666667,-2.542722189,-2.544290455,-2.217357547
4.591111111,-2.475316258,-2.54488579,-2.478207728
4.595555556,-2.542722189,-3.000955107,-2.217557951
4.6,-2.151155434,-2.413965566,-2.217557951
4.604444444,-2.216118441,-2.414429393,-2.152193436
4.608888889,-2.606497771,-2.805798585,-2.087163903
4.613333333,-2.150096271,-2.740967286,-2.347551192
4.617777778,-2.216118441,-2.283640678,-2.805209449
4.622222222,-2.605509902,-2.740967286,-2.477744836
4.626666667,-2.215523106,-2.93526512,-2.804416049
4.631111111,-2.215523106,-2.544290455,-2.21775876
4.635555556,-2.539952653,-2.283640678,-2.217557951
