test,sample1,sample2,sample2,sample3,sample3,R=10mm,H=18mm,t=0.56mm,flow=0.6ml/min
dv (ml),p (kpa),p (kpa),p (kpa),p (kpa),p (kpa),,,,
2.929,-2.014621333,-2.203099642,-2.147645143,-1.917682285,-1.935728429,,,,
2.929333333,-2.043089811,-2.244793501,-2.300827729,-2.04361125,-1.838042843,,,,
2.929666667,-2.070627317,-2.20376427,-2.231823834,-2.016385418,-1.922264071,,,,
2.93,-2.015496673,-2.231130892,-2.14643037,-1.973744783,-1.935728429,,,,
2.930333333,-2.09915231,-2.287193391,-2.287193391,-1.931853179,-1.87966593,,,,
2.930666667,-2.070627317,-2.231130892,-2.287193391,-2.001776033,-1.963759678,,,,
2.931,-2.056386376,-2.287193391,-2.287193391,-1.945713534,-1.851634681,,,,
2.931333333,-2.015058561,-2.273545287,-2.203099642,-1.973392327,-1.866116586,,,,
2.931666667,-2.09915231,-2.175068393,-2.119005894,-2.002157516,-1.866116586,,,,
2.932,-1.986618341,-2.259162141,-2.230439346,-1.889651035,-1.837760176,,,,
2.932333333,-2.09915231,-2.245499888,-2.119005894,-2.04361125,-1.823603431,,,,
2.932666667,-1.973605447,-2.259162141,-2.287942962,-1.959898579,-1.893850975,,,,
2.933,-2.057826675,-2.272077423,-2.244088538,-2.029807282,-1.823335747,,,,
2.933333333,-2.015058561,-2.258442338,-2.175704706,-1.959221923,-1.950337814,,,,
2.933666667,-2.071615801,-2.231823834,-2.203099642,-1.988311675,-1.823603431,,,,
2.934,-2.042624325,-2.203099642,-2.147645143,-2.029807282,-1.87966593,,,,
2.934333333,-2.042624325,-2.259883398,-2.287193391,-1.917386343,-1.949941774,,,,
2.934666667,-2.071615801,-2.216099654,-2.231823834,-1.973392327,-1.87966593,,,,
2.935,-2.112364145,-2.202436354,-2.161986474,-1.889651035,-1.922264071,,,,
2.935333333,-2.029300207,-2.231823834,-2.160742161,-1.945389335,-1.922264071,,,,
2.935666667,-2.014621333,-2.259883398,-2.231130892,-1.917682285,-1.907697179,,,,
2.936,-2.09915231,-2.31522464,-2.230439346,-1.973744783,-1.879341731,,,,
2.936333333,-2.014621333,-2.174433362,-2.174433362,-1.917978824,-1.936109912,,,,
2.936666667,-2.071615801,-2.287193391,-2.119005894,-1.959221923,-1.865805575,,,,
2.937,-2.09915231,-2.258442338,-2.203099642,-1.917978824,-1.879341731,,,,
2.937333333,-2.057826675,-2.244793501,-2.133912732,-1.931853179,-1.922264071,,,,
2.937666667,-1.959377545,-2.287942962,-2.20376427,-2.029807282,-1.935347715,,,,
2.938,-2.070627317,-2.231130892,-2.244088538,-1.917978824,-1.893850975,,,,
2.938333333,-2.070627317,-2.31522464,-2.203099642,-1.917682285,-1.85193122,,,,
2.938666667,-1.987027312,-2.202436354,-2.14643037,-1.959221923,-1.851634681,,,,
2.939,-2.071615801,-2.259162141,-2.147037144,-1.917386343,-1.907344723,,,,
2.939333333,-2.07112106,-2.20376427,-2.259162141,-1.973392327,-1.851338739,,,,
2.939666667,-2.098630309,-2.231130892,-2.175704706,-2.001395319,-1.935347715,,,,
2.94,-2.056386376,-2.287193391,-2.287193391,-1.946038388,-1.809714776,,,,
2.940333333,-2.085391006,-2.188759274,-2.216776388,-2.057401303,-1.837760176,,,,
2.940666667,-2.015058561,-2.28644533,-2.259883398,-1.987943978,-1.922264071,,,,
2.941,-2.043556237,-2.231130892,-2.14643037,-2.029807282,-1.879341731,,,,
2.941333333,-2.071615801,-2.231130892,-2.203099642,-1.945713534,-1.809714776,,,,
2.941666667,-2.001254807,-2.20376427,-2.147037144,-1.988311675,-1.963759678,,,,
2.942,-2.085391006,-2.287942962,-2.203099642,-1.973744783,-1.936109912,,,,
2.942333333,-2.042624325,-2.258442338,-2.147037144,-1.959898579,-1.865805575,,,,
2.942666667,-2.028848394,-2.28644533,-2.231823834,-1.917386343,-1.851338739,,,,
2.943,-2.028848394,-2.202436354,-2.188110769,-1.945389335,-1.837478078,,,,
2.943333333,-2.015058561,-2.231130892,-2.189409089,-1.973744783,-1.922264071,,,,
2.943666667,-2.014621333,-2.258442338,-2.231823834,-1.889651035,-1.866116586,,,,
2.944,-2.029300207,-2.216099654,-2.175704706,-2.029807282,-1.87966593,,,,
2.944333333,-1.987437109,-2.287193391,-2.287193391,-2.029807282,-1.87966593,,,,
2.944666667,-2.043089811,-2.300066308,-2.272810615,-1.973744783,-1.837478078,,,,
2.945,-2.00167919,-2.216099654,-2.203099642,-1.917682285,-1.936109912,,,,
2.945333333,-1.987437109,-2.202436354,-2.203099642,-2.002157516,-1.879341731,,,,
2.945666667,-2.029300207,-2.259883398,-2.147037144,-1.904090447,-1.837760176,,,,
2.946,-2.00167919,-2.175704706,-2.203099642,-1.973744783,-1.851338739,,,,
2.946333333,-1.972814167,-2.175068393,-2.175704706,-1.973392327,-1.936109912,,,,
2.946666667,-2.09915231,-2.258442338,-2.259883398,-2.03021708,-1.87966593,,,,
2.947,-2.001254807,-2.190060217,-2.13331829,-1.917978824,-1.907697179,,,,
2.947333333,-2.057826675,-2.231130892,-2.272077423,-2.029807282,-1.85193122,,,,
2.947666667,-2.09915231,-2.28644533,-2.231823834,-2.001395319,-1.823603431,,,,
2.948,-2.071615801,-2.273545287,-2.147037144,-1.917978824,-1.935347715,,,,
2.948333333,-1.986618341,-2.287942962,-2.300827729,-2.015989378,-1.907697179,,,,
2.948666667,-2.043089811,-2.203099642,-2.259883398,-2.001776033,-1.879341731,,,,
2.949,-1.944797053,-2.216099654,-2.28644533,-1.973744783,-1.85193122,,,,
2.949333333,-2.014621333,-2.175068393,-2.203099642,-1.973744783,-1.87966593,,,,
2.949666667,-2.056386376,-2.217454488,-2.287193391,-2.029807282,-1.837760176,,,,
2.95,-2.127183559,-2.287942962,-2.188110769,-1.945389335,-1.922264071,,,,
2.950333333,-1.973605447,-2.188110769,-2.175704706,-1.876016704,-1.851338739,,,,
2.950666667,-1.958996063,-2.31522464,-2.175704706,-1.931542796,-1.922264071,,,,
2.951,-2.043089811,-2.287942962,-2.161986474,-1.931853179,-1.865495192,,,,
2.951333333,-2.001254807,-2.258442338,-2.231130892,-2.029807282,-1.935347715,,,,
2.951666667,-1.958996063,-2.287193391,-2.175704706,-1.973744783,-1.893174319,,,,
2.952,-1.987437109,-2.287942962,-2.259162141,-1.988311675,-1.964169476,,,,
2.952333333,-1.945164008,-2.272810615,-2.203099642,-2.002157516,-1.936109912,,,,
2.952666667,-1.973605447,-2.28644533,-2.203099642,-1.93216419,-1.963759678,,,,
2.953,-1.972419722,-2.231130892,-2.272810615,-1.917386343,-1.907697179,,,,
2.953333333,-2.043089811,-2.316002526,-2.14643037,-1.945713534,-1.851634681,,,,
2.953666667,-2.014621333,-2.190060217,-2.287193391,-1.945713534,-1.838042843,,,,
2.954,-2.043089811,-2.188759274,-2.203099642,-1.917386343,-1.851338739,,,,
2.954333333,-2.09915231,-2.203099642,-2.259162141,-1.917978824,-1.865805575,,,,
2.954666667,-2.015496673,-2.202436354,-2.147037144,-1.946038388,-1.908050348,,,,
2.955,-2.001254807,-2.231130892,-2.20376427,-1.973744783,-1.781895358,,,,
2.955333333,-1.986618341,-2.245499888,-2.175068393,-1.973744783,-1.935347715,,,,
2.955666667,-2.09915231,-2.316002526,-2.203099642,-2.057838532,-1.907697179,,,,
2.956,-2.014621333,-2.216099654,-2.259162141,-1.987577023,-1.907697179,,,,
2.956333333,-2.056865507,-2.231130892,-2.244088538,-1.945389335,-1.907697179,,,,
2.956666667,-2.08437526,-2.188759274,-2.189409089,-1.917386343,-1.922264071,,,,
2.957,-1.987437109,-2.259162141,-2.188110769,-1.917386343,-1.935347715,,,,
2.957333333,-2.071615801,-2.175068393,-2.174433362,-2.029807282,-1.87966593,,,,
2.957666667,-2.098630309,-2.328844842,-2.190060217,-1.945389335,-1.936109912,,,,
2.958,-2.070627317,-2.231823834,-2.14643037,-2.001395319,-1.936109912,,,,
2.958333333,-2.085900418,-2.188759274,-2.258442338,-1.945389335,-1.837760176,,,,
2.958666667,-2.127183559,-2.202436354,-2.259883398,-1.945713534,-1.893850975,,,,
2.959,-2.085391006,-2.28644533,-2.259883398,-2.03021708,-1.977987173,,,,
2.959333333,-1.987437109,-2.259162141,-2.272810615,-1.889651035,-1.823603431,,,,
2.959666667,-2.015496673,-2.244793501,-2.13331829,-1.931233038,-1.865495192,,,,
2.96,-2.043089811,-2.272810615,-2.259883398,-1.931542796,-1.865805575,,,,
2.960333333,-1.945164008,-2.31522464,-2.119005894,-1.945713534,-1.893850975,,,,
2.960666667,-2.043089811,-2.231130892,-2.216099654,-2.002157516,-1.907697179,,,,
2.961,-2.127183559,-2.259162141,-2.175704706,-1.93216419,-1.879341731,,,,
2.961333333,-2.043089811,-2.202436354,-2.203099642,-1.95955991,-1.823603431,,,,
2.961666667,-1.987027312,-2.231130892,-2.175704706,-1.973392327,-1.907344723,,,,
2.962,-2.042624325,-2.231130892,-2.174433362,-1.917682285,-1.866116586,,,,
2.962333333,-2.113436405,-2.259162141,-2.216776388,-1.917978824,-1.907697179,,,,
2.962666667,-2.043556237,-2.231823834,-2.147037144,-1.945389335,-1.893850975,,,,
2.963,-1.987437109,-2.245499888,-2.216776388,-1.988311675,-1.907697179,,,,
2.963333333,-2.099675365,-2.231823834,-2.147037144,-1.987577023,-1.851634681,,,,
2.963666667,-1.973209407,-2.175068393,-2.244088538,-2.029807282,-1.907344723,,,,
2.964,-2.043089811,-2.246207702,-2.216776388,-1.931542796,-1.907697179,,,,
2.964333333,-2.070627317,-2.202436354,-2.20376427,-2.057838532,-1.907697179,,,,
2.964666667,-2.015058561,-2.28644533,-2.259162141,-1.93216419,-1.879341731,,,,
2.965,-2.099675365,-2.21813396,-2.147037144,-1.931542796,-1.865805575,,,,
2.965333333,-2.071615801,-2.259883398,-2.203099642,-1.945389335,-1.963759678,,,,
2.965666667,-1.945164008,-2.272077423,-2.202436354,-1.889651035,-1.866116586,,,,
2.966,-2.056386376,-2.231130892,-2.246207702,-1.973744783,-1.921529419,,,,
2.966333333,-2.127183559,-2.216099654,-2.188110769,-2.029807282,-2.033118742,,,,
2.966666667,-2.071615801,-2.231130892,-2.175068393,-1.959221923,-1.964169476,,,,
2.967,-2.029300207,-2.20376427,-2.216776388,-1.931542796,-1.879341731,,,,
2.967333333,-2.127183559,-2.161363689,-2.175704706,-2.029807282,-1.907344723,,,,
2.967666667,-2.043556237,-2.175068393,-2.287193391,-2.002157516,-1.866116586,,,,
2.968,-1.987027312,-2.231130892,-2.230439346,-2.001395319,-1.838042843,,,,
2.968333333,-2.043089811,-2.175704706,-2.203099642,-1.917682285,-1.879341731,,,,
2.968666667,-1.958996063,-2.231130892,-2.175704706,-1.945389335,-1.851634681,,,,
2.969,-2.043089811,-2.287193391,-2.203099642,-1.931853179,-1.879341731,,,,
2.969333333,-2.028848394,-2.31522464,-2.301590687,-2.04361125,-1.963759678,,,,
2.969666667,-1.987437109,-2.287942962,-2.14643037,-1.973744783,-1.977987173,,,,
2.97,-2.085900418,-2.302355188,-2.174433362,-1.946038388,-1.935347715,,,,
2.970333333,-2.09915231,-2.188759274,-2.230439346,-1.973744783,-1.865805575,,,,
2.970666667,-2.070627317,-2.272810615,-2.188110769,-1.959898579,-1.977987173,,,,
2.971,-2.014621333,-2.28644533,-2.203099642,-2.057838532,-1.893850975,,,,
2.971333333,-2.029300207,-2.287942962,-2.216099654,-1.988311675,-1.866116586,,,,
2.971666667,-2.015058561,-2.272810615,-2.246207702,-1.973744783,-1.851634681,,,,
2.972,-2.015496673,-2.175068393,-2.216776388,-1.973744783,-1.936109912,,,,
2.972333333,-2.014621333,-2.259883398,-2.230439346,-1.946038388,-1.851338739,,,,
2.972666667,-2.00167919,-2.20376427,-2.259883398,-2.029807282,-1.907344723,,,,
2.973,-2.127183559,-2.20376427,-2.175704706,-1.973744783,-1.893850975,,,,
2.973333333,-2.00167919,-2.272810615,-2.246207702,-1.917682285,-1.851338739,,,,
2.973666667,-2.043089811,-2.175068393,-2.202436354,-1.917682285,-1.963759678,,,,
2.974,-2.029752933,-2.217454488,-2.175704706,-2.002157516,-1.823603431,,,,
2.974333333,-2.09915231,-2.31522464,-2.175704706,-1.973744783,-1.851634681,,,,
2.974666667,-2.09915231,-2.202436354,-2.202436354,-1.973744783,-1.879990784,,,,
2.975,-2.084882621,-2.287942962,-2.175704706,-2.002157516,-1.964169476,,,,
2.975333333,-1.958996063,-2.203099642,-2.287193391,-1.90380778,-1.907697179,,,,
2.975666667,-2.070627317,-2.272810615,-2.147037144,-2.029398311,-1.950337814,,,,
2.976,-2.07112106,-2.259883398,-2.203099642,-1.960237932,-1.866116586,,,,
2.976333333,-2.043089811,-2.259162141,-2.230439346,-2.029807282,-1.907697179,,,,
2.976666667,-2.085900418,-2.259162141,-2.300827729,-1.973744783,-1.879341731,,,,
2.977,-2.043089811,-2.28644533,-2.287193391,-1.946038388,-1.964169476,,,,
2.977333333,-1.987027312,-2.245499888,-2.202436354,-2.001395319,-1.865495192,,,,
2.977666667,-2.042624325,-2.31522464,-2.244088538,-2.03021708,-1.866116586,,,,
2.978,-2.071615801,-2.287193391,-2.216776388,-1.946038388,-1.893850975,,,,
2.978333333,-2.085900418,-2.259162141,-2.258442338,-1.945389335,-1.866116586,,,,
2.978666667,-2.043556237,-2.188759274,-2.244793501,-1.931542796,-1.865805575,,,,
2.979,-2.015496673,-2.31522464,-2.147037144,-2.001776033,-1.907697179,,,,
2.979333333,-2.07112106,-2.230439346,-2.189409089,-2.057838532,-1.935347715,,,,
2.979666667,-1.987027312,-2.287942962,-2.259162141,-2.002157516,-1.879341731,,,,
2.98,-2.099675365,-2.272810615,-2.231130892,-1.90380778,-1.893850975,,,,
2.980333333,-1.986618341,-2.189409089,-2.160742161,-1.945389335,-1.907697179,,,,
2.980666667,-2.029752933,-2.202436354,-2.259883398,-1.959898579,-1.823603431,,,,
2.981,-2.099675365,-2.231130892,-2.231823834,-1.945389335,-1.893850975,,,,
2.981333333,-1.987027312,-2.203099642,-2.203099642,-2.03021708,-2.006032573,,,,
2.981666667,-2.014621333,-2.189409089,-2.259883398,-1.973744783,-1.87966593,,,,
2.982,-2.07112106,-2.287942962,-2.174433362,-1.945713534,-1.921896374,,,,
2.982333333,-2.029752933,-2.259162141,-2.174433362,-1.917682285,-1.837760176,,,,
2.982666667,-2.070627317,-2.28644533,-2.258442338,-2.015199692,-1.907697179,,,,
2.983,-2.043089811,-2.175068393,-2.190060217,-2.001776033,-1.949152088,,,,
2.983333333,-2.028848394,-2.329636087,-2.202436354,-2.001776033,-1.879341731,,,,
2.983666667,-2.113436405,-2.230439346,-2.216776388,-1.917682285,-1.851634681,,,,
2.984,-2.071615801,-2.190060217,-2.246207702,-1.931542796,-1.935728429,,,,
2.984333333,-2.127183559,-2.231823834,-2.203099642,-1.959898579,-1.949941774,,,,
2.984666667,-2.098630309,-2.314448322,-2.161986474,-1.988311675,-1.837760176,,,,
2.985,-2.015496673,-2.202436354,-2.174433362,-1.974097952,-1.87966593,,,,
2.985333333,-2.028397491,-2.259162141,-2.190060217,-1.945389335,-1.935347715,,,,
2.985666667,-2.07112106,-2.28644533,-2.147037144,-2.057838532,-1.866116586,,,,
2.986,-2.071615801,-2.272810615,-2.231130892,-2.057838532,-1.922264071,,,,
2.986333333,-2.056865507,-2.343255889,-2.216776388,-2.001395319,-1.935347715,,,,
2.986666667,-2.014621333,-2.259162141,-2.147037144,-1.945389335,-1.922264071,,,,
2.987,-2.014621333,-2.259162141,-2.174433362,-2.002157516,-1.963350707,,,,
2.987333333,-2.043089811,-2.287193391,-2.230439346,-1.917682285,-1.991790928,,,,
2.987666667,-2.127183559,-2.259162141,-2.203099642,-1.945389335,-1.893850975,,,,
2.988,-1.987027312,-2.231130892,-2.259883398,-1.945389335,-1.949152088,,,,
2.988333333,-2.043089811,-2.203099642,-2.216099654,-1.987943978,-1.991790928,,,,
2.988666667,-2.07112106,-2.28644533,-2.119005894,-1.973744783,-1.893850975,,,,
2.989,-2.070627317,-2.274281445,-2.231130892,-1.931542796,-1.935347715,,,,
2.989333333,-2.07112106,-2.259162141,-2.272077423,-2.001395319,-1.935347715,,,,
2.989666667,-2.085391006,-2.259162141,-2.203099642,-1.988311675,-1.935347715,,,,
2.99,-2.014621333,-2.231823834,-2.259883398,-2.001395319,-1.963350707,,,,
2.990333333,-2.042624325,-2.202436354,-2.244793501,-1.973744783,-1.879341731,,,,
2.990666667,-2.043556237,-2.231823834,-2.202436354,-1.945389335,-1.879990784,,,,
2.991,-2.029752933,-2.175068393,-2.231130892,-2.001395319,-1.907697179,,,,
2.991333333,-2.07112106,-2.245499888,-2.174433362,-1.946038388,-1.935347715,,,,
2.991666667,-1.945531705,-2.231823834,-2.231130892,-1.973392327,-1.893850975,,,,
2.992,-1.958996063,-2.231130892,-2.272077423,-1.917682285,-1.907697179,,,,
2.992333333,-2.07112106,-2.328844842,-2.160121885,-2.002157516,-1.921896374,,,,
2.992666667,-2.014621333,-2.21813396,-2.259162141,-2.001395319,-1.879341731,,,,
2.993,-2.014621333,-2.316002526,-2.246207702,-1.973744783,-1.963759678,,,,
2.993333333,-1.987027312,-2.231130892,-2.174433362,-2.057838532,-1.907344723,,,,
2.993666667,-2.029300207,-2.300066308,-2.287193391,-1.973744783,-1.950337814,,,,
2.994,-2.028397491,-2.21813396,-2.147037144,-1.973392327,-1.893850975,,,,
2.994333333,-2.07112106,-2.231823834,-2.231130892,-1.917682285,-1.936109912,,,,
2.994666667,-2.042624325,-2.216099654,-2.259883398,-2.001776033,-1.866116586,,,,
2.995,-1.987027312,-2.175068393,-2.258442338,-1.945389335,-1.935347715,,,,
2.995333333,-2.057345606,-2.245499888,-2.287193391,-2.029398311,-1.893174319,,,,
2.995666667,-2.043556237,-2.316002526,-2.287193391,-1.973744783,-1.964169476,,,,
2.996,-2.099675365,-2.272810615,-2.259883398,-1.987210808,-1.935347715,,,,
2.996333333,-2.043089811,-2.272810615,-2.259883398,-1.987577023,-1.950337814,,,,
2.996666667,-2.014621333,-2.273545287,-2.287942962,-2.001395319,-1.950337814,,,,
2.997,-1.987027312,-2.31522464,-2.244793501,-1.973744783,-1.907344723,,,,
2.997333333,-1.987027312,-2.274281445,-2.244793501,-2.001776033,-1.950337814,,,,
2.997666667,-2.070627317,-2.31522464,-2.258442338,-1.973744783,-1.894190328,,,,
2.998,-2.085900418,-2.272810615,-2.244793501,-1.973392327,-1.935347715,,,,
2.998333333,-2.043089811,-2.259162141,-2.258442338,-1.973744783,-1.87966593,,,,
2.998666667,-2.084882621,-2.245499888,-2.328844842,-1.945389335,-1.935728429,,,,
2.999,-2.084882621,-2.314448322,-2.244793501,-1.987210808,-1.879341731,,,,
2.999333333,-2.098630309,-2.274281445,-2.20376427,-2.015199692,-1.935347715,,,,
2.999666667,-2.099675365,-2.259162141,-2.20376427,-2.029807282,-1.935347715,,,,
3,-2.099675365,-2.21813396,-2.202436354,-2.057838532,-1.963350707,,,,
3.000333333,-2.043556237,-2.203099642,-2.174433362,-2.029807282,-1.907344723,,,,
3.000666667,-2.127183559,-2.287193391,-2.231130892,-1.974097952,-1.921896374,,,,
3.001,-2.029300207,-2.20376427,-2.244793501,-2.03021708,-1.907697179,,,,
3.001333333,-2.043556237,-2.230439346,-2.231130892,-2.03021708,-1.907344723,,,,
3.001666667,-2.14035303,-2.356861956,-2.20376427,-2.001395319,-1.866116586,,,,
3.002,-2.127183559,-2.189409089,-2.188759274,-2.001776033,-1.921896374,,,,
3.002333333,-2.07112106,-2.274281445,-2.287193391,-1.987577023,-1.893850975,,,,
3.002666667,-2.140916848,-2.231823834,-2.246207702,-1.945389335,-1.866116586,,,,
3.003,-2.057826675,-2.259162141,-2.272077423,-1.973392327,-1.879341731,,,,
3.003333333,-2.07112106,-2.244088538,-2.202436354,-1.917682285,-1.921896374,,,,
3.003666667,-2.112364145,-2.259883398,-2.203099642,-1.960237932,-1.865805575,,,,
3.004,-2.084882621,-2.287942962,-2.21813396,-1.945389335,-2.019822177,,,,
3.004333333,-2.043556237,-2.20376427,-2.272077423,-1.917682285,-1.935728429,,,,
3.004666667,-2.07112106,-2.203099642,-2.28644533,-2.057401303,-1.991790928,,,,
3.005,-2.001254807,-2.175068393,-2.175068393,-2.015989378,-1.907344723,,,,
3.005333333,-2.113436405,-2.259162141,-2.147037144,-2.057401303,-1.907697179,,,,
3.005666667,-2.07112106,-2.230439346,-2.31522464,-2.03021708,-1.921529419,,,,
3.006,-2.057345606,-2.231823834,-2.216776388,-2.001395319,-1.866116586,,,,
3.006333333,-2.07112106,-2.203099642,-2.259162141,-1.945389335,-1.935347715,,,,
3.006666667,-2.127734929,-2.314448322,-2.287942962,-1.931853179,-1.935347715,,,,
3.007,-2.085900418,-2.189409089,-2.273545287,-2.03021708,-1.837760176,,,,
3.007333333,-1.987027312,-2.231823834,-2.217454488,-1.945389335,-1.879990784,,,,
3.007666667,-2.014621333,-2.259162141,-2.231130892,-2.001776033,-1.949941774,,,,
3.008,-2.057345606,-2.259883398,-2.147037144,-1.945713534,-1.922264071,,,,
3.008333333,-2.014621333,-2.31522464,-2.274281445,-2.04361125,-1.907697179,,,,
3.008666667,-2.015496673,-2.328844842,-2.287193391,-2.001776033,-1.907697179,,,,
3.009,-2.042624325,-2.188759274,-2.231130892,-2.03021708,-1.894190328,,,,
3.009333333,-2.127183559,-2.175068393,-2.300827729,-2.03021708,-2.019822177,,,,
3.009666667,-2.099675365,-2.287193391,-2.203099642,-1.973744783,-1.921896374,,,,
3.01,-1.987027312,-2.202436354,-2.230439346,-1.973744783,-1.964169476,,,,
3.010333333,-2.098630309,-2.302355188,-2.174433362,-2.057838532,-1.879341731,,,,
3.010666667,-2.070627317,-2.273545287,-2.190060217,-2.057838532,-1.894190328,,,,
3.011,-2.07112106,-2.216776388,-2.188759274,-1.973744783,-1.963350707,,,,
3.011333333,-1.973209407,-2.231823834,-2.231130892,-1.946038388,-1.879341731,,,,
3.011666667,-2.043089811,-2.356861956,-2.258442338,-1.973392327,-1.865805575,,,,
3.012,-2.070627317,-2.230439346,-2.175704706,-2.085869781,-1.964169476,,,,
3.012333333,-2.155214808,-2.231823834,-2.258442338,-1.931853179,-1.935347715,,,,
3.012666667,-2.127183559,-2.329636087,-2.14643037,-1.987577023,-1.991790928,,,,
3.013,-2.057345606,-2.231823834,-2.259883398,-1.960237932,-1.851634681,,,,
3.013333333,-2.014621333,-2.259162141,-2.258442338,-2.057838532,-1.935728429,,,,
3.013666667,-2.09915231,-2.259883398,-2.161986474,-1.974097952,-2.019822177,,,,
3.014,-2.126633301,-2.258442338,-2.174433362,-2.001776033,-1.87966593,,,,
3.014333333,-2.127183559,-2.21813396,-2.28644533,-1.987577023,-1.907697179,,,,
3.014666667,-2.113974161,-2.231823834,-2.147037144,-2.029398311,-1.87966593,,,,
3.015,-2.015496673,-2.287193391,-2.287942962,-1.973744783,-1.935347715,,,,
3.015333333,-2.09915231,-2.316002526,-2.258442338,-2.04361125,-1.894190328,,,,
3.015666667,-2.07112106,-2.343255889,-2.258442338,-1.973744783,-1.894190328,,,,
3.016,-2.00167919,-2.272810615,-2.175704706,-2.001776033,-1.893850975,,,,
3.016333333,-2.07112106,-2.328844842,-2.147037144,-1.945713534,-1.950337814,,,,
3.016666667,-2.099675365,-2.203099642,-2.203099642,-1.974097952,-1.879341731,,,,
3.017,-2.014621333,-2.230439346,-2.259162141,-2.001776033,-1.907344723,,,,
3.017333333,-2.099675365,-2.244088538,-2.217454488,-1.945713534,-1.949546533,,,,
3.017666667,-2.043556237,-2.203099642,-2.259883398,-1.988311675,-1.963350707,,,,
3.018,-2.070627317,-2.230439346,-2.300827729,-2.03021708,-1.935728429,,,,
3.018333333,-2.126633301,-2.287942962,-2.13331829,-2.04445916,-1.922264071,,,,
3.018666667,-2.126633301,-2.259162141,-2.216099654,-1.973744783,-1.879341731,,,,
3.019,-2.043089811,-2.343255889,-2.230439346,-1.945389335,-1.935347715,,,,
3.019333333,-2.057826675,-2.287193391,-2.272810615,-1.945389335,-1.907697179,,,,
3.019666667,-2.098630309,-2.175068393,-2.31522464,-1.973744783,-1.935347715,,,,
3.02,-2.084882621,-2.316002526,-2.246207702,-2.04361125,-1.978411556,,,,
3.020333333,-2.015058561,-2.259883398,-2.175068393,-1.945713534,-1.963350707,,,,
3.020666667,-2.042624325,-2.300827729,-2.246207702,-1.945389335,-1.921163204,,,,
3.021,-2.057345606,-2.231823834,-2.287193391,-2.085869781,-1.87966593,,,,
3.021333333,-2.014621333,-2.231823834,-2.230439346,-2.002157516,-1.907697179,,,,
3.021666667,-2.099675365,-2.287193391,-2.244793501,-1.959898579,-1.87966593,,,,
3.022,-2.043556237,-2.300827729,-2.202436354,-2.04361125,-1.922264071,,,,
3.022333333,-2.07112106,-2.230439346,-2.300827729,-2.001776033,-1.907344723,,,,
3.022666667,-2.085391006,-2.203099642,-2.175068393,-1.960237932,-1.935728429,,,,
3.023,-2.113436405,-2.314448322,-2.259883398,-2.057401303,-1.963350707,,,,
3.023333333,-2.099675365,-2.287942962,-2.258442338,-1.945713534,-1.963350707,,,,
3.023666667,-2.098630309,-2.259162141,-2.175068393,-1.987943978,-1.935728429,,,,
3.024,-2.057345606,-2.287193391,-2.287193391,-2.057838532,-1.907344723,,,,
3.024333333,-2.126633301,-2.316002526,-2.287942962,-2.001395319,-1.977987173,,,,
3.024666667,-2.07112106,-2.300827729,-2.202436354,-2.043188577,-1.964169476,,,,
3.025,-2.015496673,-2.329636087,-2.231130892,-2.029398311,-1.907697179,,,,
3.025333333,-2.042624325,-2.259162141,-2.203099642,-2.04445916,-1.950337814,,,,
3.025666667,-2.085900418,-2.259883398,-2.259162141,-2.044034777,-1.921896374,,,,
3.026,-2.098630309,-2.287193391,-2.258442338,-2.085869781,-1.907697179,,,,
3.026333333,-2.043089811,-2.244088538,-2.202436354,-2.001776033,-1.907344723,,,,
3.026666667,-2.098630309,-2.287193391,-2.287193391,-2.001776033,-1.991790928,,,,
3.027,-2.126633301,-2.259162141,-2.217454488,-1.945713534,-1.949941774,,,,
3.027333333,-2.127734929,-2.259883398,-2.301590687,-2.057838532,-1.963350707,,,,
3.027666667,-2.015058561,-2.272077423,-2.259883398,-2.086336207,-1.908050348,,,,
3.028,-2.071615801,-2.274281445,-2.20376427,-2.086336207,-1.991790928,,,,
3.028333333,-2.14035303,-2.203099642,-2.202436354,-2.04361125,-1.851634681,,,,
3.028666667,-2.014621333,-2.230439346,-2.216099654,-2.03021708,-1.851634681,,,,
3.029,-2.098630309,-2.231823834,-2.244793501,-2.03021708,-1.963350707,,,,
3.029333333,-2.001254807,-2.245499888,-2.190060217,-1.945713534,-1.865805575,,,,
3.029666667,-2.07112106,-2.342451314,-2.259883398,-2.057838532,-1.964169476,,,,
3.03,-2.043556237,-2.216776388,-2.244793501,-1.945713534,-1.87966593,,,,
3.030333333,-2.09915231,-2.21813396,-2.175068393,-2.029398311,-1.935728429,,,,
3.030666667,-2.014621333,-2.203099642,-2.160742161,-2.001776033,-1.879341731,,,,
3.031,-2.07112106,-2.28644533,-2.259162141,-2.015594137,-2.019822177,,,,
3.031333333,-2.126633301,-2.287942962,-2.287942962,-2.001776033,-1.99222904,,,,
3.031666667,-2.127734929,-2.246207702,-2.231130892,-2.001776033,-1.87966593,,,,
3.032,-2.057345606,-2.300827729,-2.259883398,-1.973392327,-1.950337814,,,,
3.032333333,-2.127183559,-2.316002526,-2.287193391,-2.029398311,-1.935728429,,,,
3.032666667,-2.098630309,-2.285698776,-2.328844842,-2.015199692,-1.978411556,,,,
3.033,-2.057345606,-2.231130892,-2.231130892,-2.085869781,-1.866116586,,,,
